Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,8,3,5,37.5%,8-11,42.1%,78-91,46.2%,0-0,-,8,67.4%,24.1%,5.1%,9.5%,53.8%,68.4%,42.8%,56.6%,38.1%,47.9%,0.88,R32 (2x)
2023,36,21,15,58.3%,47-31,60.3%,391-343,53.3%,7-4,63.6%,35,66.9%,38.4%,4.5%,9.5%,55.7%,67.3%,45.5%,57.7%,44.4%,51.0%,1.05,W (Merida)
2022,32,16,16,50.0%,41-35,53.9%,371-346,51.7%,3-5,37.5%,32,66.7%,36.3%,3.4%,9.5%,54.9%,67.0%,45.2%,57.2%,43.9%,50.6%,1.03,SF (Eastbourne)
2021,41,24,17,58.5%,52-39,57.1%,453-397,53.3%,5-4,55.6%,34,67.3%,35.7%,5.1%,9.9%,54.5%,65.6%,47.9%,57.5%,44.1%,50.8%,1.04,W (Montreal)
2020,22,12,10,54.5%,30-26,53.6%,273-272,50.1%,7-1,87.5%,22,67.7%,30.6%,3.6%,7.9%,55.6%,66.1%,47.6%,57.9%,42.2%,50.0%,1.00,SF (Palermo)
2019,30,13,17,43.3%,33-36,47.8%,319-314,50.4%,4-2,66.7%,30,63.5%,36.5%,4.5%,8.7%,56.2%,64.4%,44.6%,55.7%,43.7%,49.8%,0.99,F (2x)
2018,45,29,16,64.4%,61-38,61.6%,485-404,54.6%,4-1,80.0%,45,70.4%,38.0%,5.2%,7.7%,59.3%,66.2%,48.7%,59.1%,44.7%,51.9%,1.09,W (Linz)
2017,28,15,13,53.6%,33-34,49.3%,333-321,50.9%,5-7,41.7%,28,70.1%,33.0%,3.7%,8.6%,56.0%,65.4%,48.3%,57.8%,42.6%,50.3%,1.01,SF (Shenzhen)
2016,37,16,21,43.2%,37-46,44.6%,372-404,47.9%,3-2,60.0%,36,62.6%,32.3%,3.1%,10.1%,56.0%,63.5%,46.2%,55.9%,42.4%,49.3%,0.96,F (Katowice)
2015,50,27,23,54.0%,60-56,51.7%,568-552,50.7%,6-6,50.0%,36,67.1%,36.2%,4.3%,14.3%,60.2%,68.1%,53.6%,62.3%,42.4%,52.5%,1.13,W ('s Hertogenbosch)
2014,48,28,20,58.3%,66-50,56.9%,597-525,53.2%,9-9,50.0%,44,-,-,4.2%,10.8%,54.0%,69.6%,47.9%,59.6%,43.4%,51.4%,1.07,F (2x)
2013,19,8,11,42.1%,19-23,45.2%,185-212,46.6%,4-1,80.0%,16,-,-,2.8%,10.7%,56.8%,61.9%,45.2%,54.7%,43.0%,49.0%,0.95,R16 (3x)
2012,16,6,10,37.5%,12-20,37.5%,133-158,45.7%,1-1,50.0%,16,-,-,2.9%,12.5%,53.5%,65.3%,42.0%,54.5%,43.3%,48.9%,0.95,R16 (2x)
2011,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,-,-,6.7%,15.6%,53.3%,66.7%,28.6%,48.9%,26.5%,37.2%,0.52,R128 (Wimbledon)
Career,413,218,195,52.8%,499-447,52.7%,4561-4351,51.2%,58-43,57.4%,383,66.9%,35.1%,4.1%,9.9%,56.2%,66.3%,47.1%,57.9%,43.3%,50.6%,1.03,
