Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,3,0,3,0.0%,1-6,14.3%,26-40,39.4%,0-1,0.0%,3,66.7%,12.5%,2.4%,3.7%,59.2%,60.0%,47.0%,54.7%,30.8%,44.1%,0.68,R32 (3x)
2020,6,2,4,33.3%,4-9,30.8%,50-69,42.0%,0-1,0.0%,6,62.1%,23.3%,7.5%,5.4%,60.3%,64.1%,40.3%,54.6%,37.6%,45.9%,0.83,R16 (2x)
2019,28,13,15,46.4%,30-34,46.9%,310-327,48.7%,6-6,50.0%,26,72.3%,24.8%,3.2%,4.4%,60.3%,67.4%,48.3%,59.8%,38.7%,49.5%,0.96,F (Perugia)
2018,11,7,4,63.6%,15-8,65.2%,133-115,53.6%,4-3,57.1%,11,81.0%,25.8%,5.2%,5.1%,56.8%,72.8%,53.4%,64.4%,39.3%,51.9%,1.10,SF (Prostejov)
2017,42,31,11,73.8%,63-34,64.9%,510-410,55.4%,6-6,50.0%,42,78.3%,33.2%,4.0%,4.6%,56.2%,70.3%,53.2%,62.8%,42.8%,52.5%,1.15,W (2x)
2013,14,10,4,71.4%,22-11,66.7%,173-133,56.5%,1-1,50.0%,14,75.8%,37.1%,3.1%,3.6%,60.4%,66.9%,51.8%,60.9%,44.3%,52.5%,1.13,F (Rome)
2012,5,2,3,40.0%,7-6,53.8%,70-60,53.8%,2-2,50.0%,5,74.6%,33.3%,2.5%,5.0%,58.6%,65.6%,50.3%,59.3%,44.3%,51.6%,1.09,R16 (2x)
2008,17,10,7,58.8%,22-18,55.0%,199-189,51.3%,5-5,50.0%,0,,,,,,,,,,,,SF (Rabat)
2007,9,7,2,77.8%,14-7,66.7%,112-89,55.7%,3-3,50.0%,0,,,,,,,,,,,,W (Tunis)
2006,15,11,4,73.3%,22-13,62.9%,174-162,51.8%,3-1,75.0%,0,,,,,,,,,,,,W (Scheveningen)
2005,2,1,1,50.0%,1-2,33.3%,14-17,45.2%,0-0,-,0,,,,,,,,,,,,R16 (Napoli)
2004,36,22,14,61.1%,52-31,62.7%,430-354,54.8%,6-3,66.7%,0,,,,,,,,,,,,F (Rome)
2003,20,11,9,55.0%,25-23,52.1%,223-228,49.4%,4-3,57.1%,0,,,,,,,,,,,,F (Seville)
2002,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,0,,,,,,,,,,,,R32 (Cordoba)
Career,209,127,82,60.8%,278-204,57.7%,2433-2206,52.4%,40-36,52.6%,107,75.4%,29.7%,3.8%,4.5%,58.3%,68.4%,50.9%,61.1%,41.1%,51.0%,1.06,
