Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,315,133,182,42.2%,338-450,42.9%,3656-4032,47.6%,62-65,48.8%,313,74.2%,21.3%,5.3%,5.4%,56.5%,70.0%,48.9%,60.8%,36.8%,48.8%,0.94
Clay,274,136,138,49.6%,338-350,49.1%,3303-3325,49.8%,49-56,46.7%,273,73.0%,26.6%,3.4%,4.6%,60.7%,67.4%,48.8%,60.1%,39.8%,49.9%,1.00
Grass,60,29,31,48.3%,79-88,47.3%,845-838,50.2%,17-19,47.2%,60,80.0%,20.6%,6.1%,4.7%,60.9%,74.0%,49.4%,64.4%,35.7%,49.9%,1.00
Carpet,4,1,3,25.0%,3-6,33.3%,38-48,44.2%,1-1,50.0%,4,64.3%,23.8%,6.0%,6.4%,58.6%,65.4%,40.9%,55.3%,38.3%,46.8%,0.86
Grand Slams,101,44,57,43.6%,159-204,43.8%,1721-1847,48.2%,27-30,47.4%,101,74.6%,22.1%,4.8%,4.9%,57.9%,69.9%,49.0%,61.1%,37.3%,49.2%,0.96
Masters,102,42,60,41.2%,105-132,44.3%,1080-1188,47.6%,14-17,45.2%,102,72.7%,23.1%,3.6%,4.6%,58.2%,69.2%,47.6%,60.2%,37.6%,48.9%,0.94
Other Tours,449,213,236,47.4%,494-555,47.1%,5032-5190,49.2%,88-94,48.4%,447,74.5%,24.0%,4.7%,5.1%,59.1%,69.0%,49.1%,60.9%,38.3%,49.5%,0.98
Best of 5,102,44,58,43.1%,159-207,43.4%,1730-1865,48.1%,27-30,47.4%,101,74.6%,22.1%,4.8%,4.9%,57.9%,69.9%,49.0%,61.1%,37.3%,49.2%,0.96
Best of 3,551,255,296,46.3%,599-687,46.6%,6112-6378,48.9%,102-111,47.9%,549,74.2%,23.8%,4.5%,5.0%,59.0%,69.1%,48.8%,60.8%,38.1%,49.4%,0.97
Finals,9,5,4,55.6%,11-11,50.0%,106-117,47.5%,4-1,80.0%,9,72.9%,21.6%,4.6%,5.8%,58.8%,71.4%,47.2%,61.4%,36.2%,48.8%,0.94
Semi-finals,22,9,13,40.9%,26-33,44.1%,275-297,48.1%,2-9,18.2%,22,76.5%,20.7%,4.0%,4.1%,62.4%,69.6%,47.7%,61.4%,36.5%,49.1%,0.94
Quarter-finals,65,22,43,33.8%,57-95,37.5%,713-801,47.1%,13-18,41.9%,64,75.7%,19.3%,4.6%,4.7%,59.9%,68.2%,50.2%,61.0%,35.1%,48.3%,0.90
vs Righties,562,259,303,46.1%,656-765,46.2%,6742-7054,48.9%,105-121,46.5%,560,74.2%,23.8%,4.5%,4.9%,58.8%,69.2%,48.9%,60.8%,38.1%,49.4%,0.97
vs Lefties,90,39,51,43.3%,100-129,43.7%,1088-1188,47.8%,24-20,54.5%,89,74.7%,20.6%,4.8%,5.5%,58.2%,69.6%,48.6%,60.8%,36.9%,48.9%,0.94
vs Top 10,62,13,49,21.0%,42-111,27.5%,612-842,42.1%,13-12,52.0%,62,68.3%,16.1%,4.9%,4.5%,57.9%,66.4%,45.8%,57.7%,34.1%,46.3%,0.81
