Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2021,461,80,,,,,,,,,,,,
2020,220,258,180,1538,154,1525,139,1540,,,316,172,,
2019,144,370,149,1616,129,1594,113,1596,132,1525,206,337,,
2018,105,543,117,1665,120,1615,86,1650,105,1556,131,585,66,1677
2017,70,714,92,1708,91,1663,78,1676,,,84,1035,78,1654
2016,70,725,87,1721,99,1648,51,1745,99,1570,46,1630,45,1723
2015,27,1430,47,1817,48,1750,33,1800,79,1615,87,900,60,1669
2014,36,1040,73,1745,81,1679,47,1753,81,1596,49,1480,52,1695
2013,62,768,64,1768,69,1697,47,1754,65,1640,334,187,112,1524
2012,76,667,81,1725,75,1673,73,1697,82,1615,182,360,114,1519
2011,65,755,73,1736,64,1694,66,1701,73,1617,184,360,123,1500
2010,33,1275,38,1854,39,1784,46,1782,34,1718,164,430,79,1613
2009,41,954,53,1791,65,1696,54,1744,40,1692,134,510,108,1543
2008,62,646,118,1669,114,1609,98,1656,84,1577,274,203,125,1483
2007,90,462,116,1660,103,1618,96,1645,86,1569,200,290,76,1591
2006,68,542,86,1699,99,1613,67,1697,87,1564,143,380,107,1512
2005,91,460,125,1643,137,1569,83,1653,109,1537,671,46,,
2004,129,342,175,1570,212,1461,107,1622,172,1457,344,126,,
2003,244,145,264,1469,267,1390,206,1484,,,482,79,,
2002,376,67,,,,,,,,,666,41,,
2001,877,9,,,,,,,,,1536,1,,
2000,1120,3,,,,,,,,,1466,1,,
