Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2019 Prostejov CH R32,W vs Maamoun,31.4%,45.1%,62.1%,35.5%,52.0%,64.0%,66.7%,60.4%,35.7%,63.6%,-,15.0%,35.0%,58.8%,32
2019 New York QF,L vs Opelka,37.3%,40.7%,48.6%,39.3%,57.1%,57.1%,46.7%,60.6%,25.0%,52.6%,25.0%,9.1%,18.2%,50.0%,-26
2019 Sydney Q1,W vs Bedene,15.8%,22.8%,54.5%,20.6%,30.0%,45.0%,67.9%,42.0%,55.6%,63.6%,100.0%,12.9%,16.1%,40.7%,8
2018 Lyon QF,L vs Thiem,28.9%,38.0%,48.8%,37.6%,34.7%,46.7%,65.3%,48.7%,47.1%,43.9%,75.0%,21.4%,26.2%,24.2%,53
2015 Valencia QF,L vs Johnson,22.1%,38.2%,53.1%,33.1%,23.7%,47.4%,62.1%,43.4%,50.0%,35.0%,33.3%,23.1%,30.8%,40.0%,102
2015 Metz QF,L vs Klizan,36.6%,40.9%,54.7%,40.0%,49.0%,57.1%,64.0%,55.5%,47.6%,28.6%,28.6%,26.3%,26.3%,46.4%,97
2015 Rome R64,W vs Cilic,41.3%,49.2%,51.4%,44.4%,55.8%,65.1%,52.6%,60.5%,26.3%,66.7%,100.0%,11.1%,16.7%,50.0%,-8
2015 Madrid R64,L vs Verdasco,16.7%,23.6%,48.1%,19.7%,26.5%,32.4%,44.0%,32.9%,33.3%,54.5%,75.0%,9.4%,18.8%,51.7%,-31
2015 Bucharest F,W vs Vesely,21.4%,34.5%,58.5%,28.2%,28.6%,46.9%,68.6%,40.2%,33.3%,53.6%,0.0%,11.8%,17.6%,46.7%,-36
2015 Bucharest QF,W vs Rosol,24.4%,34.9%,51.6%,29.3%,35.4%,47.9%,48.4%,44.2%,10.5%,31.0%,0.0%,11.4%,20.0%,54.8%,-2
2015 Zagreb F,W vs Seppi,29.0%,37.7%,54.3%,35.4%,43.8%,56.3%,55.6%,57.5%,56.3%,31.3%,0.0%,17.6%,23.5%,53.6%,-36
2015 Zagreb SF,W vs Baghdatis,11.9%,23.9%,59.3%,18.2%,17.1%,34.3%,65.5%,29.1%,58.8%,22.2%,0.0%,7.4%,14.8%,52.0%,-49
2014 Roland Garros R64,W vs Mannarino,26.2%,30.2%,47.3%,29.1%,35.1%,41.6%,52.0%,39.9%,47.1%,65.1%,88.9%,12.8%,12.8%,41.5%,-17
2012 Indian Wells R32,L vs Harrison,16.7%,22.2%,44.8%,20.6%,16.2%,21.6%,45.2%,23.8%,16.7%,31.6%,50.0%,18.2%,24.2%,44.4%,7
Career (14 matches),,25.4%,33.8%,52.1%,30.6%,35.8%,47.0%,57.8%,45.3%,39.7%,46.8%,53.2%,15.3%,21.2%,46.0%,35
