Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2019 US Open R128,L vs Isner,27,19,1.4,15.4%,10.9%,22,17,1.3,15.9%,12.3%,10.1%,2.9%,1.8,31.4%,17.7%
2019 Prostejov CH R32,W vs Maamoun,14,16,0.9,17.1%,19.5%,10,14,0.7,13.9%,19.4%,11.1%,2.8%,0.6,19.5%,30.5%
2019 Roland Garros R128,L vs Delbonis,20,33,0.6,9.0%,14.9%,20,33,0.6,9.6%,15.9%,,,0.8,12.6%,15.8%
2019 New York QF,L vs Opelka,11,10,1.1,9.7%,8.8%,6,8,0.8,6.6%,8.8%,3.3%,3.3%,1.9,31.9%,16.8%
2019 Sydney Q1,W vs Bedene,22,22,1.0,26.5%,26.5%,21,18,1.2,32.8%,28.1%,21.9%,9.4%,0.9,32.5%,34.9%
2018 Wimbledon R64,L vs Medvedev,15,18,0.8,9.4%,11.3%,13,13,1.0,9.5%,9.5%,5.1%,3.6%,2.2,19.5%,8.8%
2018 Wimbledon R128,W vs Elias,23,24,1.0,12.9%,13.5%,23,19,1.2,14.0%,11.6%,9.1%,4.3%,0.8,11.8%,15.2%
2018 Roland Garros R64,L vs Khachanov,29,41,0.7,10.4%,14.7%,29,41,0.7,11.4%,16.1%,,,0.6,12.6%,20.1%
2018 Roland Garros R128,W vs Wawrinka,42,35,1.2,13.3%,11.1%,42,35,1.2,14.0%,11.7%,,,0.7,14.2%,21.5%
2018 Lyon QF,L vs Thiem,33,33,1.0,13.5%,13.5%,31,29,1.1,14.1%,13.2%,8.2%,5.5%,1.4,19.6%,14.3%
2018 Australian Open R64,L vs Berdych,33,37,0.9,15.1%,17.0%,33,37,0.9,17.3%,19.4%,,,0.8,13.8%,17.0%
2018 Australian Open R128,W vs Paire,26,33,0.8,10.4%,13.2%,26,33,0.8,11.7%,14.9%,,,0.6,10.8%,19.6%
2017 Roland Garros R32,L vs Raonic,2,12,0.2,4.2%,25.0%,1,6,0.2,2.9%,17.1%,0.0%,2.9%,1.3,25.0%,18.8%
2017 Roland Garros R64,W vs Trungelliti,44,43,1.0,19.5%,19.0%,37,35,1.1,18.4%,17.4%,12.9%,4.5%,0.7,8.8%,13.3%
2017 Roland Garros R128,W vs Muller,47,16,2.9,17.6%,6.0%,30,12,2.5,14.2%,5.7%,7.1%,6.6%,1.2,22.1%,18.7%
2017 Australian Open R128,L vs Zverev,39,40,1.0,19.6%,20.1%,36,36,1.0,19.8%,19.8%,12.6%,6.0%,1.5,23.6%,16.1%
2016 Wimbledon R128,L vs Seppi,15,34,0.4,9.9%,22.5%,10,27,0.4,7.8%,20.9%,5.4%,2.3%,1.6,20.5%,13.2%
2016 Roland Garros R64,L vs Thiem,30,31,1.0,13.3%,13.8%,25,27,0.9,12.4%,13.4%,8.4%,3.5%,1.0,19.6%,19.1%
2016 Australian Open R32,L vs Nishikori,28,43,0.7,11.5%,17.7%,17,39,0.4,7.7%,17.6%,2.7%,4.5%,0.9,13.6%,15.6%
2016 Australian Open R64,W vs Brands,35,22,1.6,15.1%,9.5%,30,18,1.7,14.9%,8.9%,8.9%,3.0%,0.7,17.2%,24.1%
Career (54 matches),,1580,1666,0.9,14.3%,15.0%,1313,1429,0.9,13.3%,14.5%,6.5%,2.9%,0.9,17.8%,18.8%
