Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Prostejov CH R32,W vs Maamoun,66.7%,47.4%,7.0%,4/0,1.91,17.2%,67.9%,42.1%,10.7%,2.00,33.3%,100.0%,52.6%,5.3%,1.85,5.9%
2019 New York QF,L vs Opelka,51.9%,42.9%,3.7%,2/0,2.51,2.9%,34.3%,50.0%,5.7%,2.77,6.7%,84.2%,37.5%,0.0%,2.33,0.0%
2019 Sydney Q1,W vs Bedene,43.3%,60.0%,3.8%,3/1,2.05,5.5%,60.9%,53.6%,2.2%,1.93,10.7%,81.0%,70.6%,14.3%,2.17,0.0%
2018 Lyon QF,L vs Thiem,66.1%,43.9%,4.8%,4/2,2.38,8.5%,56.1%,32.4%,4.5%,2.41,14.3%,88.5%,54.3%,5.8%,2.35,0.0%
2015 Valencia QF,L vs Johnson,62.5%,42.5%,1.6%,0/1,2.24,51.0%,53.8%,33.3%,0.0%,2.05,65.5%,82.6%,52.6%,4.3%,2.53,30.0%
2015 Metz QF,L vs Klizan,64.2%,41.4%,4.6%,2/3,2.23,11.3%,59.4%,39.0%,2.9%,2.26,16.0%,90.6%,44.8%,9.4%,2.20,7.1%
2015 Rome R64,W vs Cilic,60.2%,60.7%,1.1%,1/0,2.51,0.0%,59.3%,54.3%,0.0%,2.50,0.0%,77.8%,71.4%,3.7%,2.53,0.0%
2015 Madrid R64,L vs Verdasco,69.1%,42.9%,8.6%,1/6,2.34,1.9%,65.5%,27.8%,9.1%,2.34,4.0%,90.9%,70.0%,9.1%,2.34,0.0%
2015 Bucharest F,W vs Vesely,82.7%,41.8%,0.0%,0/0,2.07,7.7%,80.0%,37.5%,0.0%,2.14,14.3%,95.0%,52.6%,0.0%,1.98,0.0%
2015 Bucharest QF,W vs Rosol,80.2%,44.6%,11.1%,3/6,-,1.6%,84.6%,40.9%,5.8%,-,0.0%,84.0%,52.4%,24.0%,-,3.2%
2015 Zagreb F,W vs Seppi,63.3%,44.7%,3.3%,1/1,2.04,4.3%,65.4%,47.1%,3.8%,2.07,11.1%,72.4%,42.9%,3.4%,2.02,0.0%
2015 Zagreb SF,W vs Baghdatis,66.2%,60.5%,4.6%,2/1,2.32,31.5%,60.0%,50.0%,2.5%,2.36,55.2%,86.4%,73.7%,9.1%,2.28,4.0%
2014 Roland Garros R64,W vs Mannarino,82.9%,54.0%,4.8%,3/2,2.33,2.2%,79.7%,54.9%,1.6%,2.47,4.0%,92.3%,52.8%,10.3%,2.16,0.0%
2012 Indian Wells R32,L vs Harrison,68.6%,47.9%,1.4%,1/0,1.91,6.9%,65.2%,46.7%,0.0%,1.71,9.7%,85.7%,50.0%,4.8%,2.13,3.7%
Career (14 matches),,66.5%,48.1%,4.4%,54.0%,2.23,10.3%,64.7%,43.1%,3.2%,2.24,16.9%,86.5%,55.1%,7.5%,2.21,3.2%
