Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
28-Sep-2015,Shenzhen,Hard,F,29,5,(1) Tomas Berdych [CZE] d. (4) Garcia Lopez,6-3 7-6(7),0.76,3.8%,11.4%,43.0%,70.6%,48.9%,4/6,
20-Apr-2015,Bucharest,Clay,F,45,46,(5) Garcia Lopez d. (7) Jiri Vesely [CZE],7-6(5) 7-6(11),1.07,7.1%,1.2%,58.3%,77.6%,51.4%,2/5,2:15
02-Feb-2015,Zagreb,Hard,F,33,40,(3) Garcia Lopez d. (5) Andreas Seppi [ITA],7-6(4) 6-3,1.10,7.2%,1.4%,46.4%,75.0%,62.2%,1/2,1:37
07-Apr-2014,Casablanca,Clay,F,53,36,(8) Garcia Lopez d. (4) Marcel Granollers [ESP],5-7 6-4 6-3,1.25,1.1%,6.7%,62.9%,76.8%,48.5%,3/7,2:39
16-Sep-2013,St. Petersburg,Hard,F,74,36,(6) Ernests Gulbis [LAT] d. Garcia Lopez,3-6 6-4 6-0,0.73,6.0%,9.0%,58.2%,71.8%,21.4%,2/8,1:46
22-Apr-2013,Bucharest,Clay,F,87,48,Lukas Rosol [CZE] d. Garcia Lopez,6-3 6-2,0.74,2.0%,6.1%,57.1%,60.7%,42.9%,5/9,1:07
27-Sep-2010,Bangkok,Hard,F,53,60,Garcia Lopez d. Jarkko Nieminen [FIN],6-4 3-6 6-4,1.05,5.6%,3.4%,59.6%,79.2%,47.2%,10/12,1:56
13-Jun-2010,Eastbourne,Grass,F,41,46,(8) Michael Llodra [FRA] d. (5) Garcia Lopez,7-5 6-2,0.38,11.7%,5.0%,68.3%,65.9%,52.6%,3/6,1:07
17-May-2009,Kitzbuhel,Clay,F,74,45,Garcia Lopez d. (LL) Julien Benneteau [FRA],3-6 7-6(1) 6-3,1.06,0.0%,7.8%,70.9%,63.0%,43.3%,4/8,3:10
29-Sep-2003,Seville CH,Clay,F,294,70,(1) Luis Horna [PER] d. (Q) Garcia Lopez,6-0 4-6 6-3,,,,,,,,
