Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Miami R32,W vs Munar,74.0%,42.9%,5.8%,4/2,2.32,18.2%,70.6%,39.6%,1.5%,2.08,25.0%,85.3%,48.3%,14.7%,2.72,6.9%
2025 Miami R128,W vs Marozsan,78.5%,49.3%,5.4%,3/2,2.20,11.8%,73.2%,50.0%,2.8%,2.15,20.0%,95.5%,47.6%,13.6%,2.26,0.0%
2025 Indian Wells R32,L vs Dimitrov,72.4%,38.1%,0.9%,1/0,2.26,55.4%,71.9%,45.7%,1.6%,2.13,68.5%,84.4%,28.9%,0.0%,2.47,36.8%
2025 Dubai R32,L vs Berrettini,49.1%,42.3%,1.9%,1/0,2.14,41.5%,38.5%,26.7%,0.0%,1.98,70.8%,91.7%,63.6%,8.3%,2.35,0.0%
2025 Australian Open R16,L vs Shelton,65.0%,38.5%,1.7%,0/2,2.35,40.5%,61.4%,31.4%,0.0%,2.41,73.9%,79.4%,51.9%,5.9%,2.28,0.0%
2025 Australian Open R32,W vs Fritz,69.2%,44.4%,0.8%,1/0,2.39,7.0%,59.3%,43.1%,0.0%,2.22,8.1%,88.6%,46.2%,2.3%,2.57,5.9%
2025 Australian Open R64,W vs Altmaier,79.8%,49.4%,3.0%,3/0,2.34,42.4%,76.4%,45.2%,1.8%,2.33,83.3%,88.1%,54.1%,4.8%,2.36,0.0%
2025 Australian Open R128,W vs Mpetshi Perricard,60.2%,42.2%,2.2%,4/0,2.28,43.6%,60.5%,42.0%,0.0%,2.14,60.0%,69.0%,42.5%,6.9%,2.53,14.7%
2025 Auckland F,W vs Bergs,67.2%,48.8%,0.0%,0/0,2.29,12.5%,64.3%,44.4%,0.0%,1.89,25.0%,84.2%,56.3%,0.0%,2.68,0.0%
2025 Auckland SF,W vs Basavareddy,72.9%,34.9%,5.1%,3/0,2.20,21.1%,71.1%,40.7%,5.3%,2.37,42.3%,76.2%,25.0%,4.8%,2.06,3.2%
2025 Auckland QF,W vs Diaz Acosta,81.7%,55.1%,0.0%,0/0,1.94,25.7%,75.0%,50.0%,0.0%,1.76,50.0%,100.0%,63.2%,0.0%,2.12,0.0%
2025 Auckland R16,W vs Struff,76.8%,41.9%,3.6%,1/1,2.13,21.9%,64.3%,44.4%,0.0%,1.95,35.0%,96.2%,40.0%,7.7%,2.42,0.0%
2025 Brisbane R16,L vs Djokovic,65.4%,38.2%,0.0%,0/0,2.00,11.8%,58.8%,40.0%,0.0%,1.86,16.0%,82.4%,35.7%,0.0%,2.39,0.0%
2024 Shanghai R16,L vs Alcaraz,69.5%,31.7%,3.4%,2/0,-,13.3%,61.0%,36.0%,2.4%,-,20.0%,88.9%,25.0%,5.6%,-,0.0%
2024 Beijing R32,L vs Medvedev,71.9%,37.0%,1.6%,1/0,-,12.0%,71.9%,39.1%,3.1%,-,18.2%,88.5%,34.8%,0.0%,-,0.0%
2024 US Open R128,W vs Schwartzman,87.0%,53.0%,0.9%,1/0,2.25,11.7%,83.8%,56.5%,0.0%,1.96,23.7%,97.4%,47.4%,2.6%,2.54,0.0%
2024 Cincinnati R32,W vs Alcaraz,61.8%,36.5%,2.0%,1/1,2.16,20.7%,62.5%,37.1%,1.8%,2.03,31.3%,73.7%,35.7%,2.6%,2.31,7.7%
2024 Cincinnati R64,W vs Popyrin,68.5%,56.8%,1.9%,1/0,-,7.5%,57.1%,60.0%,0.0%,-,14.3%,94.4%,52.9%,5.6%,-,0.0%
2024 Canada R64,L vs Kokkinakis,58.2%,46.9%,5.5%,3/0,-,7.7%,48.6%,47.1%,5.7%,-,16.7%,93.8%,46.7%,6.3%,-,0.0%
2024 Wimbledon R32,L vs Dimitrov,47.7%,22.6%,9.2%,5/1,2.13,46.7%,30.8%,16.7%,5.1%,1.86,58.6%,76.0%,26.3%,16.0%,2.37,34.4%
Career (150 matches),,72.2%,46.3%,3.1%,59.4%,2.19,18.3%,69.5%,43.5%,2.3%,2.14,25.7%,84.9%,50.5%,5.0%,2.27,8.0%
