Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),153,390,43,1822,39,1793,68,1700,51,1661,,,,
2025,68,825,34,1848,28,1823,63,1713,49,1674,,,,
2024,55,1005,23,1884,20,1858,60,1710,39,1701,,,,
2023,74,737,21,1875,16,1851,66,1701,,,,,,
2022,52,880,29,1864,24,1850,66,1701,,,,,,
2021,21,2158,41,1823,33,1814,83,1676,69,1621,,,,
2020,11,2860,13,1928,8,1920,23,1787,,,,,,
2019,10,2530,23,1893,16,1865,24,1798,30,1721,,,,
2018,29,1400,24,1887,21,1861,30,1792,28,1737,273,180,,
2017,46,1015,19,1939,17,1904,23,1858,23,1772,313,180,,
2016,7,3625,13,2013,13,1956,15,1933,31,1770,,,,
2015,24,1485,21,1906,24,1840,13,1918,22,1781,377,180,,
2014,18,1900,12,2034,12,1965,10,1979,18,1817,,,,
2013,31,1230,18,1943,19,1877,17,1901,24,1778,,,,
2012,77,660,21,1923,18,1875,20,1860,,,561,90,,
2011,16,1910,12,1992,12,1934,13,1917,18,1797,273,225,,
2010,12,2560,6,2054,6,2007,9,1930,18,1790,202,360,114,1520
2009,13,2610,15,1981,14,1924,19,1886,16,1800,526,90,,
2008,14,1475,12,1998,13,1911,9,1954,17,1799,581,75,,
2007,38,742,37,1840,55,1725,24,1839,46,1684,375,135,,
2006,46,795,37,1834,45,1750,42,1782,43,1684,391,126,,
2005,30,979,27,1887,29,1807,32,1798,51,1678,304,157,,
2004,239,164,231,1494,232,1436,296,1358,,,874,26,,
2003,925,8,,,,,,,,,883,22,,
