Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Miami R32,W vs Munar,24.5%,37.3%,60.3%,33.3%,32.9%,49.3%,67.3%,46.0%,45.7%,47.4%,0.0%,9.4%,15.6%,48.3%,-29
2025 Miami R128,W vs Marozsan,34.9%,50.6%,54.9%,41.7%,44.4%,63.0%,60.0%,54.8%,43.3%,58.3%,33.3%,19.2%,30.8%,47.6%,72
2025 Indian Wells R32,L vs Dimitrov,17.2%,27.0%,62.1%,22.9%,23.0%,35.1%,64.9%,32.3%,50.0%,47.2%,50.0%,9.5%,16.7%,57.9%,-26
2025 Dubai R32,L vs Berrettini,28.6%,39.7%,43.9%,33.5%,35.1%,48.6%,45.8%,43.5%,56.3%,57.1%,50.0%,22.7%,31.8%,41.2%,93
2025 Australian Open R16,L vs Shelton,24.2%,41.1%,63.5%,35.2%,36.5%,62.2%,72.3%,55.0%,42.9%,54.3%,33.3%,7.3%,12.2%,52.6%,-52
2025 Australian Open R32,W vs Fritz,37.2%,45.5%,66.7%,41.2%,48.6%,55.4%,65.8%,55.3%,31.4%,33.3%,100.0%,20.9%,32.6%,67.6%,50
2025 Australian Open R64,W vs Altmaier,32.3%,43.4%,61.0%,37.5%,46.4%,62.5%,66.7%,55.5%,59.3%,37.9%,0.0%,17.1%,22.9%,55.2%,35
2025 Australian Open R128,W vs Mpetshi Perricard,36.8%,48.9%,68.1%,43.9%,41.7%,56.3%,73.3%,53.7%,41.7%,47.3%,-,38.2%,49.1%,58.8%,207
2025 Auckland F,W vs Bergs,26.7%,36.7%,70.0%,33.8%,39.4%,54.5%,80.0%,52.4%,62.5%,41.2%,25.0%,13.0%,17.4%,60.0%,4
2025 Auckland SF,W vs Basavareddy,33.0%,42.0%,50.9%,38.3%,45.8%,60.4%,53.8%,55.6%,57.1%,48.1%,100.0%,18.4%,21.1%,48.4%,-3
2025 Auckland QF,W vs Diaz Acosta,30.8%,50.0%,54.3%,39.8%,45.5%,66.7%,72.2%,59.7%,63.2%,42.9%,0.0%,5.6%,22.2%,35.3%,-60
2025 Auckland R16,W vs Struff,41.9%,58.1%,65.6%,50.2%,52.4%,73.8%,80.0%,64.5%,46.7%,55.6%,100.0%,25.0%,31.3%,41.7%,102
2025 Brisbane R16,L vs Djokovic,20.8%,35.4%,50.0%,28.3%,26.5%,44.1%,48.0%,37.1%,35.7%,40.0%,0.0%,10.0%,20.0%,55.6%,-39
2024 Shanghai R16,L vs Alcaraz,34.3%,44.3%,48.9%,40.1%,38.8%,53.1%,56.7%,47.1%,59.1%,44.4%,33.3%,25.0%,25.0%,33.3%,-7
2024 Beijing R32,L vs Medvedev,13.4%,20.9%,44.0%,20.0%,19.5%,29.3%,45.5%,30.2%,73.9%,33.3%,66.7%,5.6%,11.1%,41.2%,-76
2024 US Open R128,W vs Schwartzman,32.2%,43.8%,54.5%,38.3%,42.4%,59.1%,60.5%,53.5%,62.9%,51.6%,33.3%,22.0%,28.0%,48.7%,59
2024 Cincinnati R32,W vs Alcaraz,38.8%,47.4%,52.5%,42.8%,49.2%,60.0%,57.6%,56.5%,37.9%,47.2%,0.0%,33.3%,41.0%,46.2%,162
2024 Cincinnati R64,W vs Popyrin,29.5%,41.0%,62.5%,35.7%,36.4%,48.5%,66.7%,47.9%,31.3%,47.1%,100.0%,24.0%,36.0%,57.9%,83
2024 Canada R64,L vs Kokkinakis,26.7%,33.3%,43.6%,31.5%,45.5%,48.5%,50.0%,54.2%,47.1%,62.5%,50.0%,4.5%,18.2%,38.1%,-77
2024 Wimbledon R32,L vs Dimitrov,32.7%,46.5%,43.3%,36.7%,50.8%,62.7%,48.3%,57.8%,44.8%,36.7%,25.0%,8.6%,31.4%,40.6%,-41
Career (150 matches),,28.7%,39.3%,52.1%,34.7%,37.6%,50.4%,56.2%,47.3%,48.4%,44.4%,38.4%,16.8%,25.1%,46.4%,42
