Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Miami Masters R32,W vs Munar,32,28,1.1,15.0%,13.1%,25,23,1.1,13.0%,12.0%,9.4%,3.1%,1.1,18.2%,15.9%
2025 Miami Masters R128,W vs Marozsan,48,18,2.7,27.3%,10.2%,32,15,2.1,21.2%,9.9%,7.9%,6.0%,1.6,30.1%,19.3%
2025 Indian Wells Masters R32,L vs Dimitrov,33,42,0.8,13.9%,17.6%,25,36,0.7,11.7%,16.9%,6.1%,4.2%,0.7,13.0%,18.9%
2025 Dubai R32,L vs Berrettini,27,16,1.7,23.3%,13.8%,22,12,1.8,22.9%,12.5%,7.3%,5.2%,2.3,38.8%,17.2%
2025 Australian Open R16,L vs Shelton,43,34,1.3,17.6%,13.9%,31,25,1.2,14.6%,11.7%,8.5%,5.2%,1.5,20.1%,13.5%
2025 Australian Open R32,W vs Fritz,57,37,1.5,22.7%,14.7%,33,33,1.0,15.6%,15.6%,11.4%,3.8%,1.1,16.3%,14.3%
2025 Australian Open R64,W vs Altmaier,37,32,1.2,18.7%,16.2%,25,24,1.0,14.5%,14.0%,9.3%,2.9%,0.5,11.6%,25.3%
2025 Australian Open R128,W vs Mpetshi Perricard,67,37,1.8,18.9%,10.4%,49,21,2.3,16.7%,7.2%,9.9%,3.4%,0.9,20.6%,22.5%
2025 Auckland F,W vs Bergs,25,17,1.5,20.2%,13.7%,21,13,1.6,18.9%,11.7%,8.1%,0.9%,0.9,25.0%,28.2%
2025 Auckland SF,W vs Basavareddy,41,23,1.8,27.9%,15.6%,33,21,1.6,24.6%,15.7%,6.7%,3.7%,1.5,25.2%,16.3%
2025 Auckland QF,W vs Diaz Acosta,32,22,1.5,28.6%,19.6%,28,21,1.3,26.4%,19.8%,11.3%,4.7%,1.1,18.8%,17.9%
2025 Auckland R16,W vs Struff,39,17,2.3,33.1%,14.4%,27,13,2.1,28.1%,13.5%,11.5%,4.2%,1.1,19.5%,17.8%
2025 Brisbane R16,L vs Djokovic,22,27,0.8,22.0%,27.0%,18,23,0.8,20.9%,26.7%,10.5%,4.7%,1.5,23.0%,15.0%
2024 Shanghai Masters R16,L vs Alcaraz,36,20,1.8,27.9%,15.5%,26,19,1.4,22.8%,16.7%,8.8%,3.5%,2.0,29.5%,14.7%
2024 Beijing R32,L vs Medvedev,29,49,0.6,22.1%,37.4%,28,41,0.7,24.6%,36.0%,11.4%,6.1%,1.0,14.5%,14.5%
2024 US Open R64,L vs Ruud,50,57,0.9,22.0%,25.1%,36,44,0.8,18.8%,22.9%,13.0%,4.2%,1.4,14.5%,10.1%
2024 US Open R128,W vs Schwartzman,50,57,0.9,21.2%,24.2%,34,52,0.7,16.1%,24.6%,9.5%,5.2%,0.3,5.9%,22.0%
2024 Cincinnati Masters R32,W vs Alcaraz,32,50,0.6,14.7%,22.9%,17,38,0.4,9.7%,21.6%,5.1%,2.8%,0.8,13.8%,18.3%
2024 Cincinnati Masters R64,W vs Popyrin,22,18,1.2,19.1%,15.7%,16,15,1.1,15.8%,14.9%,3.0%,3.0%,0.8,25.2%,30.4%
2024 Canada Masters R64,L vs Kokkinakis,27,23,1.2,23.5%,20.0%,18,18,1.0,19.4%,19.4%,8.6%,5.4%,1.4,27.0%,19.1%
Career (241 matches),,7832,7685,1.0,17.1%,16.8%,5729,6640,0.9,14.1%,16.3%,7.1%,3.4%,0.8,15.4%,18.2%
