Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,21,6,15,28.6%,20-37,35.1%,246-295,45.5%,4-3,57.1%,11,75.0%,17.3%,5.9%,3.2%,62.2%,69.6%,48.8%,61.7%,32.8%,47.4%,0.86
Clay,18,9,9,50.0%,24-27,47.1%,255-262,49.3%,6-3,66.7%,9,72.3%,28.8%,4.0%,3.0%,61.2%,66.6%,49.0%,59.8%,40.5%,50.2%,1.01
Grass,2,1,1,50.0%,2-3,40.0%,25-27,48.1%,1-0,100.0%,2,84.6%,8.0%,11.0%,3.7%,69.3%,76.1%,46.0%,66.9%,30.6%,49.1%,0.92
Carpet,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,0,,,,,,,,,,,
Grand Slams,3,0,3,0.0%,1-9,10.0%,43-63,40.6%,1-3,25.0%,3,70.0%,13.5%,5.1%,4.0%,63.7%,63.2%,48.0%,57.7%,30.9%,44.5%,0.73
Other Tours,12,2,10,16.7%,9-21,30.0%,129-162,44.3%,2-1,66.7%,11,78.2%,12.5%,7.0%,2.9%,64.3%,72.2%,47.8%,63.5%,30.1%,47.2%,0.82
Best of 5,12,2,10,16.7%,12-31,27.9%,191-239,44.4%,3-4,42.9%,5,63.3%,23.8%,4.0%,3.6%,61.8%,60.5%,47.5%,55.5%,37.1%,46.3%,0.83
Best of 3,32,15,17,46.9%,37-40,48.1%,367-372,49.7%,8-3,72.7%,17,80.1%,20.8%,6.2%,2.9%,62.6%,73.1%,49.4%,64.2%,35.8%,50.2%,1.00
vs Righties,39,14,25,35.9%,43-65,39.8%,501-561,47.2%,10-6,62.5%,19,73.2%,21.7%,4.9%,3.1%,61.8%,67.7%,48.5%,60.4%,36.4%,48.5%,0.92
vs Lefties,3,1,2,33.3%,2-5,28.6%,32-41,43.8%,1-1,50.0%,2,85.7%,0.0%,10.6%,3.3%,67.5%,79.5%,47.5%,69.1%,24.2%,46.6%,0.78
vs Top 10,1,0,1,0.0%,0-3,0.0%,11-19,36.7%,0-1,0.0%,1,71.4%,6.7%,7.1%,4.7%,65.9%,66.1%,44.8%,58.8%,23.3%,40.9%,0.56
