Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),1181,9,,,,,,,,,,,,
2025,1185,9,,,,,,,,,,,,
2024,459,91,378,1362,342,1353,343,1344,,,993,34,,
2023,358,138,,,,,,,,,,,,
2022,668,38,,,,,,,,,,,,
2021,214,298,304,1408,286,1388,279,1390,218,1411,,,,
2020,154,418,201,1512,183,1480,177,1491,,,757,44,,
2019,175,291,233,1508,248,1448,181,1502,175,1458,505,77,,
2018,184,276,282,1436,273,1388,248,1423,181,1453,317,120,,
2017,210,244,277,1436,262,1412,304,1332,139,1505,602,80,,
2016,199,278,307,1390,300,1341,283,1356,180,1456,319,209,,
2015,281,182,379,1277,340,1285,352,1249,,,400,166,,
2014,292,168,352,1310,320,1307,326,1293,,,290,229,,
2013,198,257,309,1389,292,1361,277,1377,,,1319,14,,
2012,456,78,,,,,,,,,852,36,,
2011,428,86,,,,,,,,,634,67,,
2010,537,49,,,,,,,,,725,47,,
2009,1159,5,,,,,,,,,1582,5,,
2008,1078,7,,,,,,,,,,,,
2007,1479,1,,,,,,,,,1330,6,,
