Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2020 US Open R128,L vs Simon,24,46,0.5,13.3%,25.6%,22,43,0.5,13.5%,26.4%,11.0%,2.5%,1.3,15.6%,12.2%
2020 Davis Cup RR,L vs Gulbis,10,32,0.3,9.8%,31.4%,8,31,0.3,8.9%,34.4%,6.7%,2.2%,0.9,15.7%,17.6%
2020 Australian Open R128,L vs Barrere,33,64,0.5,9.8%,19.0%,33,64,0.5,11.2%,21.8%,,,0.7,11.6%,15.8%
2020 Noumea CH R32,L vs Gulbis,10,32,0.3,9.8%,31.4%,6,29,0.2,7.1%,34.1%,7.1%,0.0%,0.5,13.7%,28.4%
2019 Helsinki CH F,L vs Ruusuvuori,25,36,0.7,13.3%,19.1%,17,33,0.5,10.1%,19.6%,8.3%,1.8%,0.8,13.3%,17.0%
2019 Sopot CH QF,L vs Travaglia,11,40,0.3,9.0%,32.8%,10,39,0.3,8.7%,33.9%,8.7%,0.0%,0.4,9.8%,27.0%
2019 Sopot CH R16,W vs Martinez,25,23,1.1,23.1%,21.3%,23,23,1.0,22.5%,22.5%,21.6%,1.0%,0.5,11.1%,22.2%
2019 Prague CH R32,W vs Bonadio,27,45,0.6,16.1%,26.8%,16,42,0.4,10.9%,28.6%,8.8%,2.0%,0.5,9.5%,19.0%
2019 Bratislava CH QF,L vs Rola,22,45,0.5,13.4%,27.4%,18,44,0.4,11.9%,29.1%,11.3%,0.7%,0.6,14.0%,22.6%
2018 Roland Garros R128,L vs Dimitrov,13,28,0.5,7.6%,16.4%,13,28,0.5,8.7%,18.7%,,,1.1,14.6%,13.5%
2018 Anning CH F,L vs Gunneswaran,20,45,0.4,11.6%,26.0%,14,45,0.3,9.1%,29.2%,8.4%,0.6%,0.5,9.2%,18.5%
2014 Blumenau CH R32,W vs Russi,19,17,1.1,23.5%,21.0%,15,16,0.9,20.8%,22.2%,16.7%,4.2%,0.3,8.6%,27.2%
Career (12 matches),,239,453,0.5,12.6%,23.9%,195,437,0.4,11.5%,25.8%,7.7%,1.1%,0.7,12.3%,18.8%
