Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2020 Davis Cup WG II RR,L vs Gulbis,21.5%,30.8%,45.5%,29.8%,23.3%,37.2%,48.5%,35.8%,55.0%,34.8%,33.3%,26.7%,26.7%,36.4%,16
2020 Noumea CH R32,L vs Gulbis,27.0%,31.7%,44.7%,30.3%,31.3%,40.6%,45.5%,37.8%,60.0%,47.1%,50.0%,30.4%,30.4%,43.8%,96
2019 Helsinki CH F,L vs Ruusuvuori,28.1%,36.0%,42.6%,32.8%,37.7%,49.1%,45.5%,45.7%,53.6%,32.0%,25.0%,15.2%,18.2%,39.3%,35
2019 Sopot CH QF,L vs Travaglia,15.4%,21.5%,42.6%,21.2%,18.6%,27.9%,48.6%,27.4%,45.0%,78.3%,100.0%,9.5%,9.5%,31.6%,-18
2019 Sopot CH R16,W vs Martinez,16.7%,24.1%,60.0%,23.7%,19.5%,29.3%,66.7%,28.8%,23.8%,25.0%,0.0%,7.7%,7.7%,41.7%,-79
2019 Prague CH R32,W vs Bonadio,38.5%,48.4%,45.3%,44.3%,48.4%,59.4%,45.5%,56.7%,55.6%,35.1%,0.0%,16.7%,25.0%,45.0%,45
2019 Bratislava CH QF,L vs Rola,34.4%,43.8%,36.6%,38.4%,44.4%,55.6%,45.0%,51.7%,53.3%,23.8%,0.0%,22.2%,29.6%,28.6%,-25
2018 Anning CH F,L vs Gunneswaran,25.0%,31.8%,37.9%,28.5%,31.5%,40.7%,40.5%,37.2%,28.0%,55.2%,20.0%,14.7%,17.6%,34.5%,-79
2014 Itajai R32,W vs Russi,33.3%,48.9%,62.1%,40.9%,52.4%,61.9%,60.0%,68.6%,18.2%,40.0%,-,17.4%,39.1%,63.2%,-16
Career (9 matches),,27.1%,35.4%,45.2%,32.5%,33.9%,44.4%,48.8%,42.6%,44.5%,41.5%,26.9%,17.8%,23.0%,40.0%,8
