Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2020 Davis Cup WG II RR,L vs Gulbis,3.8,3.8,3.8,43.8%,65.0%,46.2%,0.0%,53.0%,15.1%,-9.0,-9.7,-3.0,-4.2
2020 Noumea CH R32,L vs Gulbis,3.5,4.0,2.9,47.6%,42.1%,62.5%,33.3%,60.6%,21.7%,-5.0,-5.0,-6.5,-12.0
2019 Helsinki CH F,L vs Ruusuvuori,5.3,4.8,5.7,49.5%,35.0%,37.5%,54.3%,53.1%,22.5%,4.5,2.0,2.0,1.3
2019 Sopot CH QF,L vs Travaglia,4.5,4.9,3.9,45.8%,45.5%,38.1%,44.4%,63.3%,11.1%,-4.0,-2.8,-4.5,-5.6
2019 Sopot CH R16,W vs Martinez,5.3,5.4,5.1,46.0%,59.1%,71.4%,73.3%,51.8%,15.4%,25.5,20.2,-9.0,-8.7
2019 Prague CH R32,W vs Bonadio,3.7,3.6,3.7,56.1%,50.0%,47.1%,33.3%,58.9%,24.0%,5.5,3.8,-14.0,-17.9
2019 Bratislava CH QF,L vs Rola,4.1,3.5,4.5,48.9%,55.6%,36.4%,42.9%,52.3%,15.4%,11.5,7.6,-17.0,-14.4
2018 Anning CH F,L vs Gunneswaran,4.1,4.7,3.5,49.5%,38.5%,52.4%,37.5%,69.1%,28.4%,-10.0,-5.3,-7.5,-11.7
2014 Itajai R32,W vs Russi,2.7,3.0,2.2,64.6%,75.0%,66.7%,0.0%,60.7%,21.2%,7.5,15.6,-1.5,-5.8
Career (9 matches),,4.2,4.2,4.1,50.4%,48.6%,48.6%,43.8%,57.7%,19.4%,2.9,2.2,-6.8,-8.1
