Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2020 US Open R128,L vs Simon,0.88,0.65,31.4,2.0,4.4%,62.2%,0.0%,46.5%,30.6%,37.2%
2020 Australian Open R128,L vs Barrere,1.07,0.87,54.7,7.4,9.8%,60.9%,1.2%,56.5%,31.7%,35.1%
2019 Helsinki CH F,L vs Ruusuvuori,0.99,0.84,69.9,3.1,10.9%,58.7%,7.0%,55.8%,40.4%,31.9%
2019 Sopot CH QF,L vs Travaglia,1.01,0.75,52.6,2.6,3.0%,54.5%,0.0%,46.9%,36.7%,37.0%
2019 Sopot CH R16,W vs Martinez,1.03,1.48,53.0,2.7,0.0%,73.3%,8.3%,58.3%,51.7%,44.0%
2019 Sopot CH R32,W vs Ornago,0.88,1.02,66.0,4.3,-,61.1%,-,56.3%,44.7%,51.3%
2019 Prague CH R32,W vs Bonadio,1.22,1.31,55.4,3.0,6.4%,63.8%,18.2%,65.9%,42.5%,32.4%
2019 Bratislava CH QF,L vs Rola,0.71,0.71,54.2,3.3,5.9%,58.8%,6.7%,56.7%,39.2%,44.9%
2019 Bratislava CH R16,W vs Arevalo,1.05,1.27,51.6,26.2,-,70.4%,-,70.8%,29.0%,42.9%
2019 Braga CH R64,L vs Menezes,0.92,0.46,34.4,2.0,0.0%,53.6%,0.0%,44.4%,37.5%,13.0%
2019 Puerto Vallarta CH R16,L vs Basic,0.86,0.66,52.0,2.1,12.0%,56.0%,4.8%,52.4%,48.6%,20.6%
2019 Puerto Vallarta CH R32,W vs Mansouri,1.47,1.89,39.0,2.3,0.0%,57.7%,4.0%,80.0%,43.3%,37.0%
2019 Leon CH R16,L vs Escobar,0.89,0.82,61.6,4.9,3.8%,61.5%,6.0%,60.0%,38.0%,34.0%
2019 Leon CH R32,W vs Gojo,0.85,1.23,73.3,4.1,10.9%,76.1%,7.9%,60.5%,50.9%,38.3%
2019 San Luis Potosi CH R32,L vs Souza,0.82,0.61,42.5,2.1,9.1%,57.6%,6.5%,61.3%,27.3%,33.3%
2019 Barletta CH SF,L vs Milojevic,0.92,0.64,43.9,2.1,8.3%,52.8%,6.5%,54.8%,27.3%,37.9%
2019 Barletta CH QF,W vs Berrettini,1.29,1.81,44.3,2.0,0.0%,61.5%,4.2%,54.2%,58.3%,59.1%
2019 Barletta CH R16,W vs Quinzi,1.21,1.82,42.1,2.3,13.8%,69.0%,15.4%,80.8%,42.9%,33.3%
2019 Barletta CH R32,W vs Serdarusic,1.11,1.79,44.1,2.8,0.0%,73.3%,0.0%,73.1%,47.1%,38.7%
2019 Sophia Antipolis CH R32,L vs Herbert,0.85,0.64,44.2,3.2,0.0%,54.3%,9.1%,66.7%,27.8%,32.3%
2020 (2 matches),,1.00,0.79,46.5,3.2,8.0%,61.3%,0.8%,53.1%,31.3%,35.8%
2019 (28 matches),,0.99,0.99,50.7,2.7,4.3%,62.0%,4.9%,61.9%,39.0%,37.2%
2018 (16 matches),,0.97,0.78,56.8,3.0,2.9%,61.6%,4.8%,57.7%,31.3%,33.4%
2017 (15 matches),,0.96,0.80,56.8,2.8,7.7%,62.4%,5.2%,60.6%,33.1%,30.6%
2016 (11 matches),,0.98,0.77,60.5,2.5,3.0%,62.6%,3.0%,60.0%,32.5%,28.1%
Career (92 matches),,0.98,0.85,53.8,2.7,4.5%,61.8%,3.8%,59.0%,34.5%,33.7%
