Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,12,3,9,25.0%,7-16,30.4%,95-123,43.6%,2-2,50.0%,11,75.2%,12.8%,5.7%,4.0%,56.3%,72.6%,46.7%,61.3%,31.8%,47.0%,0.82,QF (Kigali 2)
2023,4,1,3,25.0%,3-7,30.0%,46-59,43.8%,2-1,66.7%,4,72.5%,13.7%,5.1%,2.0%,55.6%,66.7%,51.9%,60.1%,34.4%,47.7%,0.86,R16 (Bratislava)
2022,4,0,4,0.0%,3-8,27.3%,42-59,41.6%,0-3,0.0%,4,66.7%,20.0%,8.2%,4.7%,57.4%,69.8%,38.5%,56.5%,34.1%,45.4%,0.78,R32 (3x)
2021,26,8,18,30.8%,20-37,35.1%,251-298,45.7%,2-4,33.3%,25,72.1%,20.1%,5.6%,3.4%,57.8%,68.7%,46.9%,59.5%,36.5%,48.2%,0.90,SF (Istanbul 1)
2020,22,12,10,54.5%,25-27,48.1%,240-258,48.2%,5-6,45.5%,22,75.2%,21.7%,5.4%,4.0%,58.9%,68.2%,50.1%,60.7%,36.8%,49.2%,0.94,W (Launceston)
2019,67,36,31,53.7%,80-71,53.0%,732-711,50.7%,11-9,55.0%,67,75.5%,26.1%,4.8%,3.1%,63.4%,67.8%,50.3%,61.4%,39.4%,50.2%,1.02,F (Helsinki)
2018,49,24,25,49.0%,59-61,49.2%,565-605,48.3%,14-7,66.7%,49,75.2%,21.3%,4.6%,3.0%,59.4%,68.8%,49.5%,61.0%,37.7%,49.3%,0.97,F (Anning)
2017,30,14,16,46.7%,35-37,48.6%,348-355,49.5%,5-6,45.5%,30,79.4%,20.1%,6.7%,3.7%,60.7%,70.2%,53.2%,63.5%,36.1%,49.8%,0.99,SF (Launceston)
2016,32,14,18,43.8%,36-36,50.0%,354-352,50.1%,8-5,61.5%,32,79.9%,19.7%,5.5%,3.7%,61.1%,71.8%,51.8%,64.0%,35.0%,49.7%,0.97,F (Kenitra)
2015,11,2,9,18.2%,8-20,28.6%,113-150,43.0%,0-2,0.0%,11,70.8%,16.0%,3.4%,3.9%,60.2%,64.8%,52.9%,60.0%,34.6%,47.3%,0.87,R16 (2x)
2014,25,8,17,32.0%,17-34,33.3%,208-276,43.0%,3-4,42.9%,25,68.9%,18.8%,4.1%,5.3%,54.6%,67.7%,47.0%,58.3%,35.3%,47.0%,0.85,QF (Meknes)
2013,14,6,8,42.9%,14-20,41.2%,154-175,46.8%,1-2,33.3%,14,72.0%,22.4%,3.4%,7.8%,57.4%,68.4%,48.8%,60.1%,35.9%,48.2%,0.90,QF (3x)
2012,4,1,3,25.0%,3-6,33.3%,35-47,42.7%,0-1,0.0%,4,70.0%,17.1%,3.3%,4.1%,53.3%,68.5%,45.6%,57.8%,28.9%,44.2%,0.68,R16 (Wuhan)
2011,3,0,3,0.0%,2-6,25.0%,36-41,46.8%,0-2,0.0%,3,67.6%,28.9%,6.4%,6.4%,61.4%,65.5%,46.2%,58.1%,39.1%,48.2%,0.93,R32 (3x)
2010,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,0,,,,,,,,,,,,R32 (Cairo)
Career,304,129,175,42.4%,312-388,44.6%,3226-3522,47.8%,53-54,49.5%,301,74.8%,21.3%,5.1%,3.8%,59.7%,68.8%,49.7%,61.1%,36.7%,49.0%,0.94,
