Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2020 US Open R128,L vs Simon,67% (8/12),20% (1/5),0/0,0/0,50% (5/10),2/5,0/1,- (0/0),- (0/0)
2020 Australian Open R128,L vs Barrere,71% (17/24),42% (5/12),1/6,0/0,68% (13/19),3/6,0/1,58% (11/19),26% (5/19)
2019 Helsinki CH F,L vs Ruusuvuori,82% (9/11),20% (2/10),1/6,0/0,58% (7/12),1/3,0/1,40% (2/5),83% (5/6)
2019 Sopot CH QF,L vs Travaglia,50% (5/10),75% (3/4),0/0,0/0,38% (3/8),2/4,1/2,- (0/0),- (0/0)
2019 Sopot CH R16,W vs Martinez,80% (8/10),57% (4/7),2/2,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 Sopot CH R32,W vs Ornago,64% (7/11),33% (4/12),2/3,1/2,0% (0/3),0/1,0/0,50% (3/6),75% (3/4)
2019 Prague CH R32,W vs Bonadio,42% (10/24),40% (2/5),2/5,1/4,60% (3/5),0/0,0/0,64% (7/11),70% (7/10)
2019 Bratislava CH QF,L vs Rola,78% (7/9),25% (3/12),0/0,0/0,20% (1/5),2/4,0/1,25% (1/4),20% (1/5)
2019 Bratislava CH R16,W vs Arevalo,82% (14/17),43% (3/7),3/7,1/3,0% (0/3),0/2,0/0,62% (8/13),38% (5/13)
2019 Braga CH R64,L vs Menezes,36% (4/11),0% (0/6),0/0,0/0,33% (2/6),1/3,0/1,- (0/0),- (0/0)
2019 Puerto Vallarta CH R16,L vs Basic,63% (5/8),0% (0/5),0/0,0/0,0% (0/3),5/7,5/6,- (0/0),- (0/0)
2019 Puerto Vallarta CH R32,W vs Mansouri,67% (8/12),57% (4/7),2/4,1/3,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 Leon CH R16,L vs Escobar,80% (12/15),67% (2/3),1/1,0/0,79% (11/14),3/5,3/4,- (0/0),- (0/0)
2019 Leon CH R32,W vs Gojo,72% (13/18),45% (5/11),2/4,1/3,0% (0/2),0/1,0/0,33% (2/6),40% (2/5)
2019 San Luis Potosi CH R32,L vs Souza,47% (7/15),0% (0/1),0/0,0/0,60% (3/5),1/3,0/1,- (0/0),- (0/0)
2019 Barletta CH SF,L vs Milojevic,46% (6/13),50% (1/2),0/0,0/0,67% (8/12),3/5,2/3,- (0/0),- (0/0)
2019 Barletta CH QF,W vs Berrettini,75% (6/8),100% (6/6),2/2,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 Barletta CH R16,W vs Quinzi,75% (9/12),60% (3/5),2/3,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 Barletta CH R32,W vs Serdarusic,91% (10/11),75% (3/4),2/2,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2019 Sophia Antipolis CH R32,L vs Herbert,54% (7/13),33% (1/3),0/0,0/0,50% (3/6),0/2,0/1,40% (2/5),20% (1/5)
2020 (2 matches),,69.4%,35.3%,16.7%,-,62.1%,45.5%,0.0%,57.9%,26.3%
2019 (28 matches),,67.0%,37.7%,47.6%,37.1%,52.3%,46.0%,42.3%,50.8%,49.2%
2018 (16 matches),,61.1%,27.7%,37.5%,40.0%,53.8%,27.9%,36.4%,61.2%,24.0%
2017 (15 matches),,66.7%,25.3%,45.5%,33.3%,68.8%,41.9%,47.8%,60.0%,26.1%
2016 (11 matches),,60.0%,18.0%,33.3%,100.0%,60.8%,52.4%,44.4%,64.3%,27.3%
Career (92 matches),,63.1%,31.2%,44.7%,41.4%,58.0%,43.1%,42.9%,57.8%,34.2%
