Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2020 Davis Cup WG II RR,L vs Gulbis,0.0%,-,8.6%,90.0%,9.6%,23.5%,50.0%,6.7%,23.5%,1.6%,33.3%,59,36
2020 Noumea CH R32,L vs Gulbis,0.0%,-,6.7%,50.0%,8.3%,21.7%,0.0%,0.0%,0.0%,1.1%,0.0%,14,13
2019 Helsinki CH F,L vs Ruusuvuori,0.0%,-,3.2%,83.3%,11.3%,12.8%,13.3%,3.1%,10.0%,1.1%,0.0%,-77,-57
2019 Sopot CH QF,L vs Travaglia,0.0%,-,2.5%,66.7%,11.8%,11.1%,0.0%,0.0%,0.0%,2.0%,40.0%,32,-3
2019 Sopot CH R16,W vs Martinez,0.0%,-,10.2%,54.5%,18.2%,20.8%,0.0%,2.7%,25.0%,2.0%,40.0%,-18,-20
2019 Prague CH R32,W vs Bonadio,2.5%,50.0%,10.7%,55.6%,13.9%,20.0%,0.0%,0.0%,0.0%,0.8%,0.0%,24,87
2019 Bratislava CH QF,L vs Rola,0.0%,-,7.9%,46.2%,19.8%,22.2%,13.3%,1.4%,11.1%,0.7%,0.0%,2,32
2018 Anning CH F,L vs Gunneswaran,0.0%,-,4.0%,71.4%,8.7%,17.1%,0.0%,7.1%,0.0%,6.8%,33.3%,40,26
2014 Itajai R32,W vs Russi,0.0%,-,6.2%,80.0%,24.3%,23.1%,0.0%,11.1%,0.0%,3.6%,33.3%,155,184
Career (9 matches),,0.3%,50.0%,6.5%,63.0%,13.1%,18.0%,6.7%,2.8%,12.9%,2.1%,27.1%,7,18
