Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2020 Davis Cup WG II RR,L vs Gulbis,56.9%,37.9%,2.0%,0/1,2.02,4.5%,46.4%,38.5%,0.0%,1.97,6.1%,80.0%,37.5%,5.0%,2.20,0.0%
2020 Noumea CH R32,L vs Gulbis,49.1%,42.9%,1.8%,1/0,1.82,5.3%,58.3%,38.1%,2.8%,1.93,9.1%,53.8%,57.1%,0.0%,1.66,0.0%
2019 Helsinki CH F,L vs Ruusuvuori,64.6%,54.7%,1.0%,1/0,2.61,0.0%,54.5%,50.0%,1.5%,2.48,0.0%,87.5%,60.7%,0.0%,2.77,0.0%
2019 Sopot CH QF,L vs Travaglia,70.2%,47.5%,0.0%,0/0,1.86,0.0%,70.0%,52.4%,0.0%,1.89,0.0%,76.0%,42.1%,0.0%,1.82,0.0%
2019 Sopot CH R16,W vs Martinez,77.8%,57.1%,3.7%,2/0,1.96,2.2%,75.0%,59.3%,0.0%,1.88,3.0%,93.8%,53.3%,12.5%,2.17,0.0%
2019 Prague CH R32,W vs Bonadio,64.9%,50.0%,3.9%,2/1,1.76,30.2%,68.6%,42.9%,2.0%,1.66,48.5%,68.2%,66.7%,9.1%,1.93,0.0%
2019 Bratislava CH QF,L vs Rola,76.0%,50.0%,2.0%,1/1,2.10,4.9%,75.4%,55.1%,1.5%,2.25,0.0%,87.1%,40.7%,3.2%,1.95,9.5%
2018 Anning CH F,L vs Gunneswaran,67.1%,42.1%,1.2%,0/1,2.70,23.4%,66.0%,36.4%,2.0%,2.77,42.9%,92.3%,50.0%,0.0%,2.62,0.0%
2014 Itajai R32,W vs Russi,63.9%,73.9%,2.8%,0/1,1.91,6.9%,73.9%,70.6%,0.0%,1.80,10.0%,60.0%,83.3%,10.0%,1.97,5.3%
Career (9 matches),,66.4%,50.1%,1.9%,58.3%,2.14,9.3%,65.5%,49.2%,1.3%,2.10,14.6%,80.5%,51.6%,3.6%,2.18,1.7%
