Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Sandra Samir [EGY],0,5,0.0%,0,0,0,-,2018,2024,0,,,,,,,,,,
4,Jessica Hinojosa Gomez [MEX],4,0,100.0%,1,1,0,100.0%,2022,2025,1,1.19,3.6%,2.4%,66.3%,50.9%,57.1%,53.0%,55.7%,75.0%,60.0%
4,Despina Papamichail [GRE],3,1,75.0%,0,0,0,-,2013,2025,1,1.32,1.5%,1.5%,73.8%,58.3%,52.9%,56.9%,56.7%,62.5%,50.0%
4,Lian Tran [NED],2,2,50.0%,0,0,0,-,2019,2022,0,,,,,,,,,,
3,Ana Grubor [CAN],3,0,100.0%,0,0,0,-,2024,2026,2,1.22,1.8%,2.3%,76.0%,56.9%,53.7%,56.1%,53.4%,71.4%,66.7%
3,Marie Villet [FRA],2,1,66.7%,1,0,1,0.0%,2022,2024,0,,,,,,,,,,
3,Maria Mateas [USA],1,2,33.3%,1,0,1,0.0%,2016,2023,0,,,,,,,,,,
3,Patcharin Cheapchandej [THA],2,1,66.7%,1,1,0,100.0%,2023,2023,0,,,,,,,,,,
3,Haruna Arakawa [JPN],2,1,66.7%,0,0,0,-,2020,2023,0,,,,,,,,,,
3,Anna Morgina [RUS],1,2,33.3%,1,0,1,0.0%,2018,2020,0,,,,,,,,,,
3,Maria Lourdes Carle [ARG],1,2,33.3%,2,1,1,50.0%,2017,2020,0,,,,,,,,,,
3,Suzan Lamens [NED],1,2,33.3%,1,0,1,0.0%,2017,2018,0,,,,,,,,,,
2,Klara Kosan [USA],2,0,100.0%,0,0,0,-,2026,2026,2,1.35,0.8%,2.4%,72.8%,63.7%,38.2%,56.8%,58.1%,46.7%,75.0%
2,Ariana Arseneault [CAN],0,2,0.0%,1,0,1,0.0%,2025,2026,2,0.84,3.1%,2.5%,79.5%,53.9%,42.4%,51.6%,40.5%,47.6%,28.6%
2,Kianah Motosono [USA],2,0,100.0%,0,0,0,-,2025,2025,2,1.22,2.5%,4.3%,62.7%,63.4%,45.0%,56.5%,53.1%,72.0%,50.0%
