Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,327,203,124,62.1%,444-305,59.3%,3704-3139,54.1%,37-35,51.4%,45,68.6%,46.7%,2.9%,3.1%,69.8%,61.1%,50.8%,58.0%,48.1%,53.1%,1.14
Clay,137,61,76,44.5%,135-164,45.2%,1326-1421,48.3%,12-15,44.4%,9,51.7%,40.0%,0.9%,3.4%,70.7%,53.9%,41.8%,50.3%,44.6%,47.5%,0.90
Carpet,7,2,5,28.6%,4-10,28.6%,54-71,43.2%,1-1,50.0%,0,,,,,,,,,,,
Finals,16,6,10,37.5%,13-24,35.1%,143-196,42.2%,1-2,33.3%,2,58.8%,31.3%,2.4%,0.8%,86.3%,55.1%,35.3%,52.4%,42.1%,47.5%,0.88
Semi-finals,29,16,13,55.2%,35-29,54.7%,305-292,51.1%,5-3,62.5%,4,59.0%,50.0%,1.8%,3.2%,72.9%,58.0%,42.9%,53.9%,49.5%,51.7%,1.07
Quarter-finals,73,29,44,39.7%,68-94,42.0%,714-793,47.4%,7-8,46.7%,9,60.4%,39.4%,3.4%,3.4%,67.9%,54.2%,50.7%,53.1%,45.1%,49.1%,0.96
vs Righties,209,103,106,49.3%,235-244,49.1%,2188-2221,49.6%,24-23,51.1%,14,59.6%,47.1%,2.1%,3.7%,69.9%,57.6%,47.2%,54.5%,48.1%,51.3%,1.06
vs Lefties,37,18,19,48.6%,40-40,50.0%,381-375,50.4%,5-5,50.0%,5,54.0%,34.6%,0.6%,2.3%,70.2%,52.3%,45.6%,50.3%,43.3%,46.8%,0.87
