Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,9,6,3,66.7%,14-7,66.7%,104-81,56.2%,0-1,0.0%,8,61.5%,57.7%,1.4%,2.3%,78.3%,60.3%,39.3%,55.7%,52.8%,54.3%,1.19,F (W15 Trois-Rivieres)
2025,45,26,19,57.8%,57-45,55.9%,514-424,54.8%,3-10,23.1%,45,67.5%,43.5%,2.8%,3.4%,68.6%,60.2%,50.7%,57.2%,46.7%,52.0%,1.09,F (W15 Sharm ElSheikh)
2024,37,19,18,51.4%,46-45,50.5%,437-415,51.3%,5-4,55.6%,0,,,,,,,,,,,,SF (W15 Montreal)
2023,44,26,18,59.1%,56-42,57.1%,474-417,53.2%,6-1,85.7%,0,,,,,,,,,,,,W (W15 Nakhon Si Thammarat)
2022,39,25,14,64.1%,49-35,58.3%,406-335,54.8%,1-2,33.3%,0,,,,,,,,,,,,W (W15 Cancun)
2021,35,19,16,54.3%,45-39,53.6%,392-361,52.1%,4-2,66.7%,1,30.0%,44.4%,0.0%,1.4%,67.6%,44.0%,41.7%,43.2%,44.6%,43.9%,0.79,F (W15 Santo Domingo)
2020,23,15,8,65.2%,33-20,62.3%,261-224,53.8%,3-3,50.0%,0,,,,,,,,,,,,F (W15 Cancun)
2019,60,41,19,68.3%,84-46,64.6%,679-536,55.9%,9-6,60.0%,0,,,,,,,,,,,,W (3x)
2018,37,21,16,56.8%,47-37,56.0%,371-344,51.9%,2-2,50.0%,0,,,,,,,,,,,,W (Montemor O Novo $15K)
2017,41,20,21,48.8%,42-46,47.7%,403-409,49.6%,4-7,36.4%,0,,,,,,,,,,,,F (Antalya $15K)
2016,54,28,26,51.9%,63-58,52.1%,580-584,49.8%,10-6,62.5%,0,,,,,,,,,,,,F (Roehampton $10K)
2015,38,16,22,42.1%,38-47,44.7%,371-396,48.4%,1-6,14.3%,0,,,,,,,,,,,,SF (Petit Bourg Guadeloupe $10K)
2014,6,3,3,50.0%,6-8,42.9%,62-73,45.9%,2-0,100.0%,0,,,,,,,,,,,,QF (Vancouver 10K)
2013,3,1,2,33.3%,3-4,42.9%,30-32,48.4%,0-1,0.0%,0,,,,,,,,,,,,R16 (Amelia Island FL 10K)
Career,471,266,205,56.5%,583-479,54.9%,5084-4631,52.3%,50-51,49.5%,54,65.9%,45.6%,2.5%,3.2%,69.9%,59.9%,49.4%,56.7%,47.5%,52.2%,1.10,
