Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2022 Tokyo R16,L vs Shapovalov,20.8%,22.9%,35.1%,23.1%,15.2%,18.2%,42.9%,18.5%,47.1%,75.0%,100.0%,35.7%,35.7%,11.1%,22
2022 Tokyo R32,W vs Ramanathan,18.9%,31.6%,64.4%,29.2%,16.4%,32.8%,73.2%,30.9%,56.3%,48.6%,0.0%,29.2%,33.3%,35.3%,137
Career (2 matches),,19.6%,28.7%,54.5%,27.1%,16.0%,28.0%,63.1%,26.8%,53.1%,56.9%,20.0%,31.6%,34.2%,26.9%,97
