Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2022 Tokyo R16,L vs Shapovalov,44% (4/9),- (0/0),0/0,0/0,33% (2/6),1/3,0/1,- (0/0),- (0/0)
2022 Tokyo R32,W vs Ramanathan,68% (13/19),33% (2/6),2/4,1/3,71% (5/7),0/1,0/0,100% (4/4),75% (3/4)
2019 M25 Nonthaburi QF,L vs Fayziev,58% (7/12),0% (0/1),0/0,0/0,60% (3/5),1/3,0/1,- (0/0),- (0/0)
2019 M25 Nonthaburi R16,W vs Anand,70% (7/10),100% (5/5),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 M25 Taipei QF,W vs Ichikawa,62% (8/13),35% (6/17),3/3,1/1,80% (8/10),0/0,0/0,60% (3/5),80% (4/5)
2019 M25 Qujing QF,L vs Yamasaki,45% (5/11),0% (0/3),0/0,0/0,63% (5/8),4/6,4/5,- (0/0),- (0/0)
2019 M25 Qujing R16,W vs Sumizawa,88% (7/8),56% (5/9),2/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 M25 Qujing R32,W vs Krainer,82% (9/11),24% (4/17),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 M25 Yinchuan QF,L vs Shimizu,67% (2/3),50% (2/4),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2019 M25 Yinchuan R16,W vs Zhu,40% (4/10),62% (8/13),2/4,1/3,25% (2/8),3/4,0/0,80% (4/5),60% (3/5)
2019 M25 Yinchuan R32,W vs Yeung,65% (13/20),44% (7/16),3/4,1/1,57% (4/7),0/1,0/0,40% (2/5),17% (1/6)
2019 M25 Hengyang SF,L vs Bourchier,82% (9/11),50% (1/2),0/0,0/0,67% (4/6),3/5,2/3,50% (3/6),20% (1/5)
2019 M15 Akishima QF,W vs Saitoh,56% (5/9),70% (7/10),2/3,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2019 M15 Akishima R16,W vs Tange,78% (7/9),44% (7/16),2/2,1/1,0% (0/4),0/1,0/0,- (0/0),- (0/0)
2019 M25 Nonthaburi F,L vs Rawat,56% (5/9),0% (0/6),0/0,0/0,56% (5/9),1/3,0/1,- (0/0),- (0/0)
2019 M25 Nonthaburi R16,W vs Chekhov,82% (9/11),43% (3/7),2/4,1/3,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 M25 Nonthaburi R32,W vs Griffith,67% (8/12),45% (5/11),2/2,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2019 Gwangju CH R64,L vs Nam,29% (2/7),100% (1/1),0/0,0/0,29% (2/7),2/4,0/1,- (0/0),- (0/0)
2019 M25 Wuhan R32,L vs Huang,63% (10/16),43% (3/7),1/2,0/0,50% (4/8),3/5,2/3,- (0/0),- (0/0)
2019 Seoul CH R32,L vs Stakhovsky,45% (5/11),0% (0/1),0/0,0/0,73% (8/11),6/8,5/6,- (0/0),- (0/0)
2022 (2 matches),,60.7%,33.3%,50.0%,33.3%,53.8%,25.0%,0.0%,100.0%,75.0%
2019 (29 matches),,63.2%,45.4%,60.7%,55.2%,59.3%,53.5%,59.4%,59.0%,39.5%
Career (31 matches),,63.0%,45.0%,60.0%,53.1%,59.0%,52.0%,57.6%,62.8%,42.9%
