Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 Tokyo R16,L vs Shapovalov,51.2%,40.9%,7.0%,1/2,-,10.8%,51.6%,37.5%,6.5%,-,14.3%,60.0%,50.0%,10.0%,-,0.0%
2022 Tokyo R32,W vs Ramanathan,59.4%,46.7%,0.0%,0/0,2.53,63.9%,52.8%,32.1%,0.0%,2.55,78.2%,76.2%,59.4%,0.0%,2.47,17.6%
Career (2 matches),,56.9%,45.1%,2.1%,33.3%,2.53,45.9%,52.4%,34.1%,2.4%,2.55,56.6%,73.1%,57.9%,1.9%,2.47,11.5%
