Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2022 Tokyo R16,L vs Shapovalov,3.5,4.2,2.7,40.4%,38.1%,16.7%,28.6%,52.5%,14.0%,0.0,0.0,-3.0,-6.3
2022 Tokyo R32,W vs Ramanathan,4.2,6.0,2.5,48.4%,47.2%,62.5%,59.1%,66.6%,6.5%,29.0,13.8,5.5,5.7
Career (2 matches),,4.0,5.4,2.6,45.8%,43.9%,50.0%,51.7%,62.8%,9.1%,14.5,11.1,1.3,1.7
