Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Tung Lin Wu [TPE],3,3,50.0%,0,0,0,-,2022,2026,5,1.01,3.2%,2.3%,69.7%,64.5%,50.5%,60.2%,40.0%,57.6%,36.6%
6,Hiroki Moriya [JPN],3,3,50.0%,1,0,1,0.0%,2021,2025,5,1.16,1.9%,2.5%,63.8%,64.1%,52.7%,59.9%,46.5%,51.4%,40.7%
6,Kaichi Uchida [JPN],3,3,50.0%,3,1,2,33.3%,2021,2025,5,1.19,6.3%,2.1%,58.6%,77.0%,55.4%,68.1%,38.0%,65.4%,42.9%
5,Yusuke Takahashi [JPN],3,2,60.0%,1,0,1,0.0%,2017,2025,3,1.46,3.1%,1.2%,61.1%,69.7%,65.1%,67.9%,47.0%,33.3%,52.0%
5,Sho Shimabukuro [JPN],3,2,60.0%,0,0,0,-,2018,2025,3,0.97,1.4%,3.2%,62.4%,63.8%,50.6%,58.8%,40.1%,58.3%,50.0%
5,Seong Chan Hong [KOR],2,3,40.0%,0,0,0,-,2019,2023,3,1.20,0.0%,5.4%,68.3%,64.0%,50.9%,59.9%,48.2%,55.0%,50.0%
4,Sidharth Rawat [IND],1,3,25.0%,1,1,0,100.0%,2017,2026,2,1.06,3.0%,3.0%,60.8%,66.3%,47.7%,59.0%,43.5%,55.0%,50.0%
4,Marek Gengel [CZE],3,1,75.0%,3,2,1,66.7%,2022,2026,4,1.10,2.7%,3.6%,63.9%,71.2%,45.0%,61.7%,41.9%,48.1%,47.1%
4,Ray Ho [TPE],3,1,75.0%,2,1,1,50.0%,2018,2025,1,1.01,2.0%,2.0%,64.4%,72.3%,50.0%,64.4%,36.1%,57.1%,75.0%
4,Shintaro Imai [JPN],1,3,25.0%,2,1,1,50.0%,2017,2024,0,,,,,,,,,,
4,Issei Okamura [JPN],3,1,75.0%,0,0,0,-,2017,2022,0,,,,,,,,,,
4,Yan Bai [CHN],2,2,50.0%,0,0,0,-,2018,2019,1,0.58,0.0%,1.5%,62.1%,58.5%,48.0%,54.5%,26.4%,50.0%,100.0%
3,Yasutaka Uchiyama [JPN],2,1,66.7%,1,1,0,100.0%,2024,2026,3,0.96,1.2%,0.8%,64.5%,62.9%,55.4%,60.2%,38.0%,65.4%,45.0%
3,Maximus Jones [THA],2,1,66.7%,0,0,0,-,2024,2026,3,1.04,3.1%,2.2%,64.8%,65.3%,46.3%,58.6%,43.2%,57.7%,32.5%
3,James Duckworth [AUS],1,2,33.3%,2,0,2,0.0%,2023,2025,3,0.81,2.6%,5.3%,59.0%,65.7%,46.2%,57.7%,34.3%,57.7%,35.3%
