Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,388,215,173,55.4%,522-453,53.5%,4888-4596,51.5%,85-83,50.6%,374,80.3%,22.8%,8.3%,4.0%,61.1%,72.9%,50.8%,64.3%,37.5%,50.8%,1.05
Clay,184,101,83,54.9%,259-221,54.0%,2390-2231,51.7%,36-33,52.2%,174,78.6%,24.8%,6.0%,3.7%,61.7%,70.8%,50.3%,62.9%,38.8%,50.8%,1.05
Grass,73,43,30,58.9%,121-95,56.0%,1121-1033,52.0%,20-18,52.6%,72,84.2%,20.0%,8.9%,3.7%,65.1%,73.9%,51.6%,66.1%,36.1%,51.1%,1.07
Carpet,46,27,19,58.7%,69-49,58.5%,639-589,52.0%,21-16,56.8%,38,88.1%,17.4%,11.6%,4.2%,65.7%,78.0%,51.0%,68.7%,34.5%,51.3%,1.10
Grand Slams,113,58,55,51.3%,224-198,53.1%,2089-1971,51.5%,23-32,41.8%,113,80.2%,23.0%,7.4%,3.7%,61.7%,72.3%,50.4%,63.9%,37.3%,50.5%,1.03
Masters,184,96,88,52.2%,217-205,51.4%,2038-2010,50.3%,38-32,54.3%,184,77.9%,23.2%,6.9%,4.1%,60.7%,71.5%,50.4%,63.2%,38.0%,50.5%,1.03
Other Tours,364,217,147,59.6%,474-365,56.5%,4348-3928,52.5%,85-73,53.8%,359,82.7%,22.3%,8.8%,3.9%,63.0%,73.6%,51.1%,65.3%,37.5%,51.2%,1.08
Best of 5,141,72,69,51.1%,278-247,53.0%,2633-2499,51.3%,39-45,46.4%,115,80.0%,22.7%,7.4%,3.7%,61.6%,72.2%,50.3%,63.8%,37.2%,50.4%,1.03
Best of 3,550,314,236,57.1%,693-571,54.8%,6405-5950,51.8%,123-105,53.9%,543,81.1%,22.7%,8.2%,4.0%,62.2%,72.9%,50.9%,64.6%,37.6%,51.0%,1.06
Finals,14,6,8,42.9%,14-21,40.0%,173-184,48.5%,3-5,37.5%,14,84.0%,14.0%,8.8%,3.5%,60.5%,75.3%,50.3%,65.4%,33.1%,49.4%,0.96
Semi-finals,36,12,24,33.3%,31-51,37.8%,374-430,46.5%,6-7,46.2%,35,80.2%,13.2%,9.6%,3.6%,62.4%,73.5%,49.3%,64.4%,32.5%,48.4%,0.91
Quarter-finals,69,36,33,52.2%,81-77,51.3%,768-776,49.7%,17-13,56.7%,68,79.9%,19.7%,8.3%,4.0%,63.5%,72.7%,49.4%,64.2%,36.3%,50.1%,1.01
vs Righties,602,325,277,54.0%,823-746,52.5%,7839-7476,51.2%,135-130,50.9%,571,80.3%,22.2%,7.9%,4.0%,62.0%,72.6%,50.2%,64.1%,37.3%,50.6%,1.04
vs Lefties,89,61,28,68.5%,148-72,67.3%,1199-973,55.2%,27-20,57.4%,87,84.6%,25.7%,8.4%,3.6%,62.2%,74.0%,54.3%,66.5%,39.0%,52.6%,1.17
vs Top 10,104,24,80,23.1%,79-189,29.5%,1149-1492,43.5%,20-24,45.5%,98,73.6%,14.3%,7.1%,3.9%,61.5%,69.7%,45.8%,60.5%,32.8%,46.8%,0.83
