Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2017 Australian Open R64,L vs Goffin,0.92,0.57,26.5,2.3,4.8%,50.0%,2.7%,48.6%,40.0%,22.5%
2017 Australian Open R128,W vs Tursunov,1.20,1.78,28.9,2.1,7.8%,78.4%,12.5%,66.7%,42.2%,38.1%
2017 Doha QF,L vs Djokovic,0.87,0.57,37.5,2.0,3.1%,59.4%,3.4%,41.4%,30.0%,34.6%
2017 Doha R16,W vs De Greef,1.18,1.58,42.0,2.2,0.0%,63.3%,0.0%,60.7%,48.4%,53.6%
2017 Doha Q2,W vs Lopez Perez,1.11,3.42,31.5,2.1,13.6%,86.4%,10.0%,85.0%,50.0%,37.5%
2016 Tokyo R32,W vs Robert,0.91,1.71,43.2,2.0,4.2%,66.7%,9.5%,71.4%,56.0%,60.9%
2016 Tokyo Q2,W vs Santillan,0.98,1.20,64.7,4.2,2.6%,61.5%,2.6%,60.5%,43.8%,52.2%
2016 Tokyo Q1,W vs Watanuki,1.15,1.59,39.5,2.0,3.6%,82.1%,0.0%,45.8%,36.1%,60.6%
2016 Chengdu R32,L vs Lu,0.81,0.44,31.9,2.0,16.1%,58.1%,11.1%,59.3%,10.7%,36.0%
2016 Chengdu Q2,W vs Soeda,1.05,1.40,54.3,2.2,11.8%,61.8%,12.5%,68.8%,45.9%,47.1%
2016 Chengdu Q1,W vs Niki,1.06,1.50,53.8,3.4,9.4%,71.9%,6.9%,72.4%,33.3%,46.7%
2016 US Open R128,L vs Simon,0.81,0.50,21.7,2.1,7.3%,46.3%,2.7%,54.1%,31.0%,30.6%
2016 Canada R16,L vs Djokovic,1.15,0.59,45.5,2.1,2.7%,48.6%,11.8%,58.8%,26.9%,20.8%
2016 Canada R32,W vs Polansky,1.04,1.32,59.6,2.2,6.5%,64.5%,10.7%,64.3%,52.6%,36.4%
2016 Canada R64,W vs Paire,1.06,1.66,43.6,2.0,10.3%,72.4%,0.0%,65.4%,43.8%,53.3%
2016 Wimbledon R128,L vs Kyrgios,0.92,0.77,31.9,2.2,9.8%,62.3%,5.0%,63.3%,24.6%,38.6%
2016 Stuttgart QF,L vs Kohlschreiber,0.88,0.77,57.7,2.6,17.5%,65.0%,5.4%,59.5%,31.7%,34.2%
2016 Stuttgart R16,W vs Cilic,1.21,1.38,53.6,2.4,5.3%,68.4%,22.2%,80.6%,23.7%,35.3%
2016 Stuttgart R32,W vs Istomin,1.19,1.22,65.7,3.0,4.0%,54.0%,12.8%,70.2%,36.4%,42.5%
2016 Stuttgart Q2,W vs Ward,1.16,3.15,27.7,2.1,26.3%,78.9%,5.9%,82.4%,50.0%,56.0%
2017 (5 matches),,1.07,1.13,32.5,2.1,5.6%,66.7%,6.2%,59.3%,41.9%,36.3%
2016 (30 matches),,1.00,1.09,50.2,2.5,7.9%,65.1%,5.6%,62.8%,38.1%,40.9%
2015 (20 matches),,0.95,0.97,50.4,2.7,5.0%,65.8%,5.6%,65.4%,33.4%,36.6%
2014 (40 matches),,0.99,1.11,52.4,2.9,6.4%,64.8%,5.4%,64.5%,38.3%,41.3%
2013 (45 matches),,1.04,1.18,49.3,2.5,4.9%,64.7%,4.4%,64.1%,40.2%,40.8%
Career (211 matches),,1.00,1.06,50.8,2.7,4.9%,64.2%,4.4%,63.3%,37.8%,39.1%
