Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,35,21,14,60.0%,11,4,7,36.4%,2003,2017,R32,29,0.99,7.0%,3.7%,61.4%,70.3%,48.6%,61.9%,37.6%,61.5%,41.8%
Roland Garros,13,Clay,30,17,13,56.7%,9,2,7,22.2%,2003,2016,R16,27,1.08,5.6%,3.2%,61.7%,70.8%,51.7%,63.5%,39.5%,61.9%,45.3%
Wimbledon,14,Grass,33,19,14,57.6%,25,11,14,44.0%,2002,2016,QF,33,1.07,9.1%,3.6%,64.3%,74.5%,52.8%,66.7%,35.6%,66.2%,40.7%
US Open,15,Hard,28,13,15,46.4%,13,7,6,53.8%,2000,2016,R16,24,0.98,7.5%,4.5%,57.8%,73.0%,47.9%,62.4%,36.8%,56.3%,39.8%
Olympics,2,,2,0,2,0.0%,1,0,1,0.0%,2008,2012,R64,2,0.85,10.2%,3.6%,62.8%,70.7%,53.4%,64.3%,30.4%,68.4%,30.0%
Davis Cup,10,,28,15,13,53.6%,28,16,12,57.1%,2003,2014,,0,,,,,,,,,,
Canada Masters,12,Hard,25,13,12,52.0%,12,7,5,58.3%,2002,2016,SF,25,1.04,7.3%,3.6%,59.3%,71.5%,50.5%,63.0%,38.6%,57.1%,37.4%
Rome Masters,11,Clay,29,18,11,62.1%,7,5,2,71.4%,2003,2016,SF,29,1.01,5.0%,4.7%,60.1%,69.8%,49.2%,61.6%,38.9%,60.9%,41.0%
Miami Masters,11,Hard,29,18,11,62.1%,13,7,6,53.8%,2003,2016,R16,29,1.14,6.5%,4.2%,59.6%,72.8%,52.5%,64.6%,40.4%,58.2%,44.3%
Monte Carlo Masters,11,Clay,16,5,11,31.3%,7,3,4,42.9%,2003,2014,R32,16,0.96,5.2%,3.8%,59.1%,65.0%,51.5%,59.5%,38.9%,59.0%,38.7%
Indian Wells Masters,11,Hard,14,3,11,21.4%,3,1,2,33.3%,2003,2014,R32,14,0.88,6.4%,4.4%,58.7%,65.0%,51.5%,59.4%,35.7%,52.2%,46.8%
Cincinnati Masters,10,Hard,20,10,10,50.0%,11,7,4,63.6%,2003,2014,R16,20,1.01,6.3%,5.3%,60.4%,71.8%,49.2%,62.9%,37.4%,46.6%,42.6%
