Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2017 Australian Open R64,L vs Goffin,20,44,0.5,12.6%,27.7%,17,35,0.5,12.5%,25.7%,8.8%,3.7%,1.0,13.8%,14.5%
2017 Australian Open R128,W vs Tursunov,39,25,1.6,21.0%,13.4%,24,21,1.1,15.3%,13.4%,9.6%,4.5%,0.8,15.6%,19.9%
2016 Wimbledon R128,L vs Kyrgios,45,38,1.2,18.8%,15.9%,34,32,1.1,17.4%,16.4%,8.2%,9.2%,2.2,20.1%,9.2%
2016 Roland Garros R128,L vs Murray,57,74,0.8,19.9%,25.8%,53,66,0.8,20.5%,25.5%,12.0%,7.7%,1.1,13.6%,12.2%
2016 Australian Open R64,L vs Wawrinka,31,25,1.2,16.1%,13.0%,27,21,1.3,16.3%,12.7%,11.4%,4.8%,1.9,22.3%,11.9%
2016 Australian Open R128,W vs Ito,53,39,1.4,19.6%,14.4%,39,32,1.2,16.5%,13.6%,8.9%,7.6%,1.1,16.7%,15.2%
2015 Wimbledon R128,L vs Bedene,34,28,1.2,11.9%,9.8%,26,24,1.1,10.6%,9.8%,6.1%,4.5%,1.4,21.0%,15.0%
2015 Roland Garros R64,L vs Berdych,45,37,1.2,16.2%,13.4%,39,31,1.3,15.5%,12.3%,7.9%,7.1%,1.6,19.1%,11.9%
2014 Wimbledon R64,L vs Djokovic,51,27,1.9,17.7%,9.4%,42,25,1.7,16.3%,9.7%,9.7%,5.8%,2.3,18.8%,8.3%
2014 Wimbledon R128,W vs Cuevas,36,14,2.6,20.8%,8.1%,26,12,2.2,16.9%,7.8%,10.4%,6.5%,0.9,11.0%,12.1%
2014 Roland Garros R32,L vs Gulbis,21,29,0.7,12.2%,16.9%,18,27,0.7,12.6%,18.9%,7.7%,4.2%,1.5,26.2%,17.4%
2014 Roland Garros R64,W vs Youzhny,40,18,2.2,20.1%,9.0%,33,17,1.9,18.0%,9.3%,9.3%,8.2%,1.1,18.6%,17.1%
2014 Roland Garros R128,W vs Arguello,50,68,0.7,16.1%,21.9%,46,61,0.8,16.4%,21.7%,7.5%,8.2%,0.6,13.2%,22.9%
2014 Indian Wells Masters R64,L vs Nadal,34,36,0.9,18.6%,19.7%,22,31,0.7,14.1%,19.9%,12.2%,1.9%,0.8,10.9%,13.1%
2014 Sydney QF,L vs Del Potro,32,25,1.3,18.0%,14.0%,29,22,1.3,18.7%,14.2%,11.6%,6.5%,1.1,19.7%,18.0%
2013 US Open R128,L vs Wawrinka,27,34,0.8,14.1%,17.8%,26,31,0.8,14.6%,17.4%,,,1.5,18.8%,12.6%
2013 Wimbledon R64,L vs Janowicz,6,13,0.5,5.6%,12.1%,5,10,0.5,5.3%,10.6%,,,1.5,25.2%,16.8%
2013 Australian Open R32,L vs Djokovic,26,37,0.7,13.5%,19.3%,22,34,0.6,12.4%,19.2%,,,1.9,19.3%,9.9%
2013 Australian Open R64,W vs Lopez,31,14,2.2,19.1%,8.6%,18,12,1.5,14.1%,9.4%,,,0.9,18.5%,21.6%
2012 US Open R128,L vs Almagro,31,38,0.8,11.7%,14.3%,19,26,0.7,9.1%,12.4%,,,1.0,21.1%,21.9%
Career (41 matches),,1286,1230,1.0,16.1%,15.4%,1015,1077,0.9,14.5%,15.4%,7.0%,4.6%,1.3,17.9%,13.6%
