Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2017,354,127,,,,,,,,,366,150,,
2016,107,558,42,1824,42,1763,49,1745,36,1726,38,2190,34,1760
2015,197,252,68,1757,62,1717,80,1687,52,1676,81,980,19,1835
2014,68,715,42,1832,38,1770,49,1749,29,1746,33,2020,7,1861
2013,44,970,31,1863,26,1816,48,1748,42,1715,9,4035,5,1899
2012,31,1135,25,1894,23,1853,38,1791,36,1738,4,7340,3,1930
2011,28,1275,27,1897,28,1837,27,1836,37,1730,109,730,28,1766
2010,62,795,42,1840,40,1773,35,1808,,,92,835,34,1722
2009,12,2625,14,1984,13,1931,14,1905,15,1802,93,740,45,1702
2008,27,1130,26,1890,29,1823,22,1853,34,1733,339,150,58,1669
2007,30,930,32,1862,28,1818,40,1772,41,1700,36,1300,17,1809
2006,19,1340,16,1923,20,1842,15,1877,12,1815,72,720,19,1754
2005,20,1440,22,1911,26,1815,19,1853,12,1794,48,1045,20,1784
2004,33,950,25,1885,44,1754,27,1839,23,1753,33,1495,23,1767
2003,46,800,48,1816,56,1738,37,1804,32,1709,86,640,38,1670
2002,63,633,83,1737,104,1633,79,1696,60,1649,17,2275,29,1720
2001,542,35,,,,,,,,,38,1381,,
2000,277,117,185,1573,147,1560,208,1494,154,1490,254,193,,
1999,169,268,152,1638,125,1598,153,1578,,,155,409,,
1998,165,289,233,1514,206,1489,221,1481,,,155,422,,
1997,401,76,,,,,,,,,251,239,,
1996,484,46,,,,,,,,,521,70,,
1995,1065,5,,,,,,,,,1084,7,,
