Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2014 Wimbledon R64,L vs Djokovic,3.7,3.4,4.0,45.5%,52.2%,48.0%,40.0%,45.0%,34.2%,5.5,3.8,10.0,7.9
2014 Indian Wells R64,L vs Nadal,3.9,3.9,3.8,50.0%,51.2%,31.3%,42.9%,61.2%,17.3%,3.0,1.9,-6.0,-7.1
2014 Sydney QF,L vs Del Potro,4.7,6.0,3.5,43.8%,55.0%,61.1%,45.8%,39.1%,29.4%,7.5,6.1,8.5,6.0
2013 Australian Open R32,L vs Djokovic,4.5,4.7,4.3,40.8%,50.0%,42.9%,38.1%,50.9%,40.7%,-5.5,-4.0,-6.0,-7.2
2011 Munich SF,L vs Davydenko,4.0,3.8,4.2,43.4%,38.7%,40.0%,0.0%,40.5%,26.8%,-6.5,-10.5,-4.5,-6.3
2011 Brisbane QF,W vs Mayer,4.6,4.6,4.6,57.6%,60.0%,41.2%,70.0%,41.7%,50.7%,9.5,11.6,8.0,11.8
2009 Paris SF,L vs Monfils,4.6,4.6,4.7,43.8%,56.6%,64.3%,43.5%,46.1%,20.3%,3.5,2.9,1.5,1.3
2009 Shanghai QF,L vs Davydenko,3.8,3.8,3.7,44.8%,44.9%,54.5%,42.9%,40.6%,33.1%,3.0,3.1,5.0,5.1
2009 Memphis F,L vs Roddick,4.6,4.6,4.7,48.1%,43.3%,41.7%,63.6%,41.4%,24.7%,3.0,3.0,7.5,6.7
2008 Rome SF,L vs Djokovic,3.3,3.1,3.5,28.6%,0.0%,50.0%,0.0%,55.0%,16.7%,-2.5,-14.7,-3.5,-23.3
2007 Canada SF,L vs Federer,3.3,3.5,3.0,48.2%,38.7%,55.6%,25.0%,33.0%,23.4%,1.0,2.9,5.0,8.6
2006 Wimbledon QF,L vs Bjorkman,3.3,2.3,4.2,51.1%,53.1%,22.2%,50.0%,36.7%,30.1%,-1.5,-1.2,-1.0,-0.7
2006 Hamburg F,L vs Robredo,4.2,3.7,4.8,51.0%,37.5%,35.0%,26.7%,28.7%,14.3%,-5.5,-8.0,-13.0,-8.3
2006 Hamburg SF,W vs Acasuso,3.8,3.9,3.7,51.5%,42.3%,60.0%,76.9%,40.4%,24.4%,-1.0,-1.5,6.5,6.9
2005 Paris SF,L vs Berdych,3.0,2.5,3.4,46.5%,50.0%,50.0%,33.3%,46.9%,42.0%,-2.0,-3.8,-0.5,-1.3
2004 Paris F,L vs Safin,3.3,3.0,3.8,43.1%,57.1%,31.3%,55.6%,62.3%,42.0%,-13.0,-11.3,-0.5,-1.1
2004 Paris SF,W vs Mirnyi,2.6,2.6,2.7,50.0%,52.3%,66.7%,80.0%,47.4%,15.9%,8.5,13.1,7.0,10.8
2004 Gstaad QF,L vs Federer,3.1,2.9,3.4,51.7%,35.1%,33.3%,60.0%,40.5%,19.4%,-5.5,-9.3,-3.5,-4.4
Career (18 matches),,3.8,3.6,3.9,47.5%,48.2%,44.6%,47.1%,43.8%,28.6%,0.1,0.1,1.1,1.3
