Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
1982 Wimbledon SF,L vs Evert,23.3%,40.0%,50.8%,34.0%,50.9%,54.3%,58.3%,58.6%,100.0%,9.7%,29.0%,46.4%,42.9%,52.9%,33.3%,-25
1982 Wimbledon QF,W vs Austin,17.4%,30.4%,44.9%,20.8%,38.9%,42.1%,21.6%,40.0%,40.0%,13.5%,18.9%,50.0%,18.8%,76.2%,100.0%,15
1980 Wimbledon QF,L vs Navratilova,28.8%,50.8%,51.2%,27.6%,52.9%,54.0%,93.0%,22.7%,12.5%,32.3%,45.2%,42.9%,87.5%,30.4%,50.0%,-104
1974 US Open F,W vs Goolagong,16.5%,42.7%,52.4%,18.4%,44.7%,48.4%,52.8%,42.5%,50.0%,12.0%,40.0%,63.6%,25.0%,61.5%,100.0%,-14
1973 Wimbledon F,W vs Evert,16.3%,30.6%,61.0%,23.3%,40.0%,60.9%,42.9%,75.0%,-,5.3%,15.8%,61.1%,50.0%,61.5%,0.0%,-104
1973 Wimbledon SF,W vs Goolagong,14.9%,37.2%,47.2%,18.8%,42.2%,48.1%,39.3%,38.9%,42.9%,9.1%,36.4%,45.0%,61.5%,77.8%,-,-36
1971 US Open SF,W vs Evert,26.0%,52.0%,59.5%,33.3%,56.7%,65.0%,30.0%,25.0%,-,15.0%,45.0%,52.9%,57.1%,50.0%,-,-104
1971 Wimbledon SF,L vs Goolagong,13.1%,39.3%,57.7%,12.8%,40.4%,63.4%,65.2%,75.0%,83.3%,15.4%,38.5%,36.4%,16.7%,85.7%,-,-18
1970 Wimbledon F,L vs Court,13.3%,37.6%,50.7%,12.7%,38.2%,50.0%,45.5%,60.0%,57.1%,15.4%,38.5%,52.3%,35.0%,56.3%,80.0%,-38
1969 Wimbledon F,L vs Jones,22.4%,47.4%,48.1%,24.4%,61.0%,61.3%,63.6%,26.3%,0.0%,23.3%,36.7%,30.4%,83.3%,27.8%,66.7%,68
1968 Wimbledon F,W vs Tegart,32.5%,59.7%,60.8%,40.0%,67.5%,66.7%,40.0%,44.0%,100.0%,25.0%,52.8%,55.6%,36.8%,58.8%,-,-71
Career (11 matches),,19.9%,42.0%,51.9%,22.5%,46.8%,53.2%,52.4%,45.5%,49.0%,16.8%,36.4%,49.4%,45.0%,55.1%,68.2%,1
