Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1984,3,0,3,0.0%,1-6,14.3%,25-41,37.9%,0-0,-,0,,,,,,,,,,,,
1983,33,25,8,75.8%,52-17,75.4%,371-253,59.5%,0-2,0.0%,0,,,,,,,,,,,,W (2x)
1982,48,27,21,56.3%,56-47,54.4%,475-442,51.8%,7-5,58.3%,0,,,,,,,,,,,,W (Birmingham)
1981,14,5,9,35.7%,10-16,38.5%,107-135,44.2%,0-3,0.0%,0,,,,,,,,,,,,QF (3x)
1980,58,40,18,69.0%,76-36,67.9%,570-448,56.0%,12-5,70.6%,0,,,,,,,,,,,,W (3x)
1979,52,38,14,73.1%,76-31,71.0%,559-388,59.0%,10-4,71.4%,0,,,,,,,,,,,,W (2x)
1978,38,26,12,68.4%,54-19,74.0%,379-238,61.4%,3-2,60.0%,0,,,,,,,,,,,,F (3x)
1977,62,56,6,90.3%,109-32,77.3%,746-478,60.9%,5-0,100.0%,0,,,,,,,,,,,,W (7x)
1976,9,7,2,77.8%,13-4,76.5%,91-56,61.9%,3-0,100.0%,0,,,,,,,,,,,,QF (Phoenix)
1975,28,24,4,85.7%,49-10,83.1%,326-175,65.1%,2-1,66.7%,0,,,,,,,,,,,,W (2x)
1974,63,54,9,85.7%,109-27,80.1%,756-420,64.3%,3-2,60.0%,0,,,,,,,,,,,,W (6x)
1973,75,62,13,82.7%,131-29,81.9%,923-540,63.1%,9-7,56.3%,0,,,,,,,,,,,,W (8x)
1972,103,88,15,85.4%,179-39,82.1%,1207-691,63.6%,8-7,53.3%,0,,,,,,,,,,,,W (10x)
1971,127,113,14,89.0%,228-44,83.8%,1563-873,64.2%,16-4,80.0%,0,,,,,,,,,,,,W (17x)
1970,63,52,11,82.5%,109-33,76.8%,803-490,62.1%,0-1,0.0%,0,,,,,,,,,,,,W (5x)
1969,85,70,15,82.4%,141-42,77.0%,1056-676,61.0%,0-0,-,0,,,,,,,,,,,,W (11x)
1968,56,50,6,89.3%,98-20,83.1%,691-406,63.0%,0-0,-,0,,,,,,,,,,,,W (10x)
1967,94,87,7,92.6%,172-23,88.2%,1181-599,66.3%,0-0,-,0,,,,,,,,,,,,W (12x)
1966,65,58,7,89.2%,120-19,86.3%,818-429,65.6%,0-0,-,0,,,,,,,,,,,,W (10x)
1965,59,51,8,86.4%,104-19,84.6%,737-399,64.9%,0-0,-,0,,,,,,,,,,,,W (7x)
1964,75,63,12,84.0%,130-40,76.5%,958-591,61.8%,0-0,-,0,,,,,,,,,,,,W (5x)
1963,46,39,7,84.8%,82-24,77.4%,613-408,60.0%,0-0,-,0,,,,,,,,,,,,W (3x)
1962,32,21,11,65.6%,46-22,67.6%,362-265,57.7%,0-0,-,0,,,,,,,,,,,,W (2x)
1961,40,29,11,72.5%,62-24,72.1%,458-348,56.8%,0-0,-,0,,,,,,,,,,,,W (2x)
1960,36,25,11,69.4%,55-26,67.9%,416-275,60.2%,0-0,-,0,,,,,,,,,,,,W (Philadelphia District)
1959,19,12,7,63.2%,27-15,64.3%,227-162,58.4%,0-0,-,0,,,,,,,,,,,,QF (4x)
1958,3,2,1,66.7%,5-2,71.4%,38-29,56.7%,0-0,-,0,,,,,,,,,,,,SF (Newport Beach)
Career,1386,1124,262,81.1%,2294-666,77.5%,16456-10255,61.6%,78-43,64.5%,0,,,,,,,,,,,,
