Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Grass,20,16,4,80.0%,1,0,1,0.0%,1965,1983,W,0,,,,,,,,,,
Roland Garros,7,Clay,27,21,6,77.8%,0,0,0,-,1967,1982,W,0,,,,,,,,,,
Wimbledon,21,Grass,110,95,15,86.4%,7,4,3,57.1%,1961,1983,W,0,,,,,,,,,,
US Open,18,Hard,72,58,14,80.6%,4,4,0,100.0%,1959,1982,W,0,,,,,,,,,,
Wightman Cup,8,Carpet,16,14,2,87.5%,0,0,0,-,1961,1977,W,0,,,,,,,,,,
Fed Cup,7,,29,26,3,89.7%,2,2,0,100.0%,1963,1977,,0,,,,,,,,,,
Boston,9,Carpet,34,29,5,85.3%,3,1,2,33.3%,1966,1983,W,0,,,,,,,,,,
Los Angeles,8,Carpet,29,23,6,79.3%,4,3,1,75.0%,1966,1982,W,0,,,,,,,,,,
Phoenix,7,Hard,31,28,3,90.3%,5,5,0,100.0%,1966,1977,W,0,,,,,,,,,,
South Orange,7,Grass,28,24,4,85.7%,0,0,0,-,1959,1967,W,0,,,,,,,,,,
Haverford,6,Grass,28,24,4,85.7%,0,0,0,-,1959,1965,W,0,,,,,,,,,,
Los Angeles SoCal Chps,6,Hard,27,23,4,85.2%,0,0,0,-,1960,1966,W,0,,,,,,,,,,
