Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1982 Wimbledon SF,L vs Evert,77.5%,65.2%,66.7%,57.0%,6.5%,0.0%,0.0%,14.3%,33.3%,4.7%,16.7%,-19,4
1982 Wimbledon QF,W vs Austin,66.4%,52.0%,63.2%,54.7%,9.7%,25.0%,0.0%,0.0%,0.0%,3.3%,12.5%,-14,-3
1980 Wimbledon QF,L vs Navratilova,98.3%,64.9%,54.3%,63.5%,60.0%,100.0%,100.0%,66.7%,0.0%,0.0%,-,117,80
1974 US Open F,W vs Goolagong,96.1%,60.6%,60.0%,59.0%,33.3%,25.0%,0.0%,0.0%,0.0%,0.8%,0.0%,84,41
1973 Wimbledon F,W vs Evert,75.5%,70.3%,57.4%,69.0%,6.3%,25.0%,0.0%,20.0%,100.0%,3.6%,50.0%,37,17
1973 Wimbledon SF,W vs Goolagong,81.7%,57.9%,53.8%,60.7%,26.7%,40.0%,0.0%,37.5%,75.0%,2.0%,66.7%,111,77
1971 US Open SF,W vs Evert,95.9%,72.3%,54.4%,72.6%,0.0%,0.0%,0.0%,12.5%,0.0%,6.2%,36.4%,28,24
1971 Wimbledon SF,L vs Goolagong,86.9%,69.8%,56.9%,61.4%,42.9%,100.0%,0.0%,0.0%,0.0%,0.0%,-,93,35
1970 Wimbledon F,L vs Court,78.0%,58.6%,48.8%,58.8%,19.4%,30.0%,0.0%,66.7%,50.0%,3.7%,20.0%,31,-5
1969 Wimbledon F,L vs Jones,92.0%,59.4%,51.2%,63.9%,50.0%,33.3%,50.0%,50.0%,0.0%,0.0%,-,76,67
1968 Wimbledon F,W vs Tegart,97.3%,72.2%,48.2%,69.6%,30.0%,0.0%,0.0%,50.0%,50.0%,0.0%,-,108,89
Career (11 matches),,85.1%,62.8%,55.5%,61.5%,14.9%,24.6%,75.0%,26.8%,43.8%,2.8%,27.5%,50,33
