Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1982 Wimbledon SF,L vs Evert,4.4,3.5,5.1,51.6%,46.8%,38.9%,47.1%,42.2%,89.9%,3.5,6.9,0.0,0.0
1982 Wimbledon QF,W vs Austin,4.4,3.8,5.4,55.4%,46.9%,45.8%,57.1%,71.4%,87.1%,5.0,5.1,-0.5,-10.0
1980 Wimbledon QF,L vs Navratilova,2.7,2.8,2.7,52.9%,55.1%,25.0%,0.0%,59.0%,50.0%,12.5,28.4,9.0,56.3
1974 US Open F,W vs Goolagong,3.2,3.3,3.0,55.0%,50.0%,33.3%,66.7%,66.1%,73.8%,7.0,17.1,-1.5,-30.0
1973 Wimbledon F,W vs Evert,5.0,4.8,5.1,55.6%,61.3%,64.3%,63.6%,38.1%,91.3%,-0.5,-1.6,0.5,10.0
1973 Wimbledon SF,W vs Goolagong,3.0,3.0,3.1,52.2%,52.5%,37.5%,33.3%,51.7%,80.8%,3.5,9.2,3.0,27.3
1971 US Open SF,W vs Evert,4.6,3.5,5.3,60.3%,69.0%,25.0%,72.7%,41.6%,84.6%,-3.5,-8.5,1.0,10.0
1971 Wimbledon SF,L vs Goolagong,3.2,3.3,3.1,43.2%,55.6%,50.0%,0.0%,53.3%,81.0%,4.5,16.7,-2.0,-50.0
1970 Wimbledon F,L vs Court,3.4,3.6,3.3,51.3%,42.5%,36.8%,33.3%,41.3%,80.4%,11.0,18.3,3.0,50.0
1969 Wimbledon F,L vs Jones,2.8,2.7,3.0,50.0%,47.4%,55.6%,0.0%,42.0%,79.3%,3.5,20.6,2.0,50.0
1968 Wimbledon F,W vs Tegart,2.7,2.5,2.8,57.5%,47.2%,28.6%,100.0%,55.9%,70.7%,7.0,25.0,0.5,25.0
Career (11 matches),,3.5,3.3,3.6,52.8%,50.2%,40.4%,52.9%,50.4%,81.9%,4.9,11.2,1.4,19.2
