Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1983 Australian Open F,L vs Navratilova,81.0%,41.2%,22.2%,3/11,2.11,20.0%,77.3%,38.2%,13.6%,2.10,19.4%,89.5%,47.1%,42.1%,2.13,21.1%
Career (1 matches),,81.0%,41.2%,22.2%,21.4%,2.11,20.0%,77.3%,38.2%,13.6%,2.10,19.4%,89.5%,47.1%,42.1%,2.13,21.1%
