Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,12,7,5,58.3%,16-12,57.1%,140-124,53.0%,3-3,50.0%,12,71.9%,32.8%,3.1%,1.2%,65.8%,65.5%,54.2%,61.6%,42.6%,52.0%,1.11,QF (2x)
2025,34,18,16,52.9%,42-37,53.2%,380-350,52.1%,2-4,33.3%,30,69.3%,33.1%,2.8%,2.1%,70.3%,61.9%,50.6%,58.5%,42.8%,50.7%,1.03,QF (Beijing)
2024,8,7,1,87.5%,12-5,70.6%,91-67,57.6%,1-0,100.0%,8,70.7%,45.7%,1.7%,2.7%,67.4%,66.5%,44.7%,59.4%,48.4%,53.7%,1.19,W (Monastir)
2023,3,0,3,0.0%,2-6,25.0%,28-45,38.4%,0-0,-,3,64.9%,11.1%,2.7%,3.0%,68.6%,61.9%,43.4%,56.1%,34.5%,45.8%,0.78,R32 (2x)
2022,2,0,2,0.0%,1-4,20.0%,18-27,40.0%,0-0,-,2,50.0%,30.4%,0.0%,3.2%,70.6%,52.8%,40.5%,49.2%,41.5%,45.1%,0.82,R32 (Nottingham)
Career,59,32,27,54.2%,73-64,53.3%,657-613,51.7%,6-7,46.2%,55,69.1%,33.3%,2.6%,2.1%,68.8%,62.9%,49.8%,58.9%,43.0%,50.9%,1.04,
