Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Beijing QF,L vs Noskova,1.02,0.62,48.9,2.0,0.0%,40.0%,7.7%,61.5%,20.8%,40.9%
2025 Beijing R16,W vs Andreeva,1.22,1.07,80.4,2.9,3.7%,59.3%,0.0%,68.6%,33.3%,30.2%
2025 Nottingham R16,L vs Boulter,0.83,0.90,95.4,9.9,11.5%,65.4%,4.2%,58.3%,40.8%,40.9%
2025 Nottingham R32,W vs Jeanjean,1.02,1.48,52.0,2.0,9.4%,81.3%,0.0%,55.2%,33.3%,57.9%
2025 Queen's Club R32,W vs Kasatkina,1.05,1.21,63.7,2.5,0.0%,65.3%,0.0%,58.7%,38.6%,50.0%
2025 BJK Cup Qualifiers RR,W vs Vedder,0.94,1.30,64.0,2.7,0.0%,68.2%,2.5%,67.5%,44.7%,44.2%
2025 Indian Wells R32,W vs Kudermetova,1.19,1.45,45.4,3.9,2.6%,69.2%,0.0%,57.1%,33.3%,56.7%
2025 Australian Open R128,L vs Bouzas Maneiro,1.01,0.74,59.6,2.2,2.9%,50.0%,0.0%,48.4%,31.3%,43.3%
2024 Monastir F,W vs Sramkova,0.94,1.23,60.5,2.5,5.1%,66.7%,2.9%,41.2%,55.6%,62.9%
2024 Wimbledon R32,L vs Gauff,1.16,0.54,43.8,2.0,4.0%,24.0%,0.0%,65.2%,13.0%,42.1%
2024 Wimbledon R64,W vs Burel,0.99,1.21,64.3,3.4,0.0%,68.6%,0.0%,57.4%,41.1%,49.0%
2024 Wimbledon R128,W vs Cirstea,1.01,1.41,50.5,4.1,2.7%,73.0%,0.0%,60.6%,42.9%,48.8%
2023 Wimbledon R128,L vs Keys,0.97,0.63,40.3,2.2,0.0%,45.2%,0.0%,50.0%,43.3%,24.1%
2023 Bad Homburg R32,L vs Andreescu,0.92,0.84,69.2,2.5,1.8%,52.6%,3.8%,67.9%,39.2%,33.3%
2022 Wimbledon R128,L vs Pattinama Kerkhove,0.89,0.76,51.4,2.8,0.0%,55.3%,0.0%,45.7%,48.8%,34.2%
2022 Nottingham R32,L vs Giorgi,0.86,0.67,47.8,2.4,3.6%,35.7%,0.0%,60.0%,43.8%,37.9%
2025 (8 matches),,1.03,1.08,66.3,2.7,3.9%,62.9%,1.6%,60.1%,35.8%,45.2%
2024 (4 matches),,1.01,1.12,56.7,2.8,2.6%,61.8%,0.7%,55.5%,40.8%,51.4%
2023 (2 matches),,0.94,0.75,58.5,2.3,1.1%,50.0%,2.4%,61.4%,40.7%,29.7%
2022 (2 matches),,0.88,0.72,49.8,2.6,1.5%,47.0%,0.0%,51.7%,46.7%,35.8%
Career (16 matches),,1.00,1.00,61.1,2.7,3.0%,59.2%,1.4%,58.4%,39.0%,43.7%
