Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,26,15,11,57.7%,36-25,59.0%,306-267,53.4%,5-4,55.6%,24,73.6%,32.6%,2.8%,1.7%,66.8%,64.6%,54.4%,61.3%,42.2%,51.7%,1.09
Clay,7,3,4,42.9%,6-9,40.0%,61-70,46.6%,0-0,-,7,62.7%,29.7%,1.7%,2.8%,73.8%,60.3%,44.1%,56.0%,41.6%,48.8%,0.95
Grass,9,5,4,55.6%,11-10,52.4%,104-92,53.1%,0-2,0.0%,9,71.4%,35.4%,4.2%,1.7%,72.7%,63.1%,49.2%,59.3%,44.4%,51.9%,1.09
Grand Slams,8,4,4,50.0%,9-9,50.0%,83-76,52.2%,0-2,0.0%,8,66.7%,39.2%,3.2%,2.4%,67.4%,62.6%,45.1%,56.9%,45.5%,51.2%,1.06
Premiers,5,3,2,60.0%,6-5,54.5%,46-46,50.0%,1-0,100.0%,5,63.8%,34.1%,1.7%,0.0%,71.7%,60.0%,51.8%,57.7%,43.9%,51.0%,1.04
Internationals,8,3,5,37.5%,9-11,45.0%,104-97,51.7%,1-4,20.0%,8,74.0%,30.2%,3.9%,1.9%,71.6%,65.4%,51.1%,61.3%,42.4%,51.5%,1.10
Quarter-finals,3,0,3,0.0%,1-6,14.3%,26-43,37.7%,1-1,50.0%,3,52.9%,21.2%,2.0%,0.5%,71.4%,58.5%,43.9%,54.3%,35.6%,45.0%,0.78
vs Righties,40,23,17,57.5%,52-41,55.9%,462-410,53.0%,4-6,40.0%,36,71.8%,32.7%,3.0%,1.9%,69.6%,63.7%,52.1%,60.2%,42.5%,51.4%,1.07
vs Lefties,4,2,2,50.0%,5-4,55.6%,37-36,50.7%,1-0,100.0%,4,66.7%,33.3%,3.0%,2.2%,65.8%,61.8%,50.6%,58.0%,43.4%,50.6%,1.03
vs Top 10,3,1,2,33.3%,2-4,33.3%,23-34,40.4%,0-0,-,3,68.8%,12.1%,1.9%,2.3%,65.3%,62.6%,47.3%,57.3%,32.1%,45.4%,0.75
