Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Beijing QF,L vs Noskova,3.8,4.4,3.0,42.1%,48.1%,25.0%,33.3%,44.2%,30.5%,1.0,1.6,2.5,4.5
2025 Beijing R16,W vs Andreeva,5.4,5.6,5.1,54.1%,34.7%,37.5%,63.2%,48.8%,17.9%,11.0,5.2,-13.5,-7.1
2025 Nottingham R16,L vs Boulter,3.6,3.5,3.8,55.2%,42.9%,47.8%,58.3%,49.5%,38.8%,4.0,3.3,4.0,4.9
2025 Nottingham R32,W vs Jeanjean,4.8,4.4,5.0,56.5%,53.8%,60.9%,50.0%,58.0%,17.8%,4.5,2.9,5.0,5.2
2025 Queens Club R32,W vs Kasatkina,5.2,5.4,5.0,58.8%,50.0%,63.2%,37.9%,50.1%,18.8%,6.5,3.3,5.0,3.0
2025 BJK Cup Qualifiers RR,W vs Vedder,5.5,5.1,5.9,56.0%,39.5%,68.6%,61.5%,57.4%,15.2%,24.5,11.2,3.5,2.4
2025 Indian Wells R32,W vs Kudermetova,4.0,4.0,4.0,52.2%,57.8%,46.7%,75.0%,51.2%,20.8%,6.5,6.3,6.5,7.9
2025 Australian Open R128,L vs Bouzas Maneiro,4.7,4.9,4.6,46.2%,38.6%,25.0%,66.7%,46.7%,16.2%,-3.5,-3.2,-5.0,-4.5
2024 Monastir F,W vs Sramkova,6.5,6.5,6.6,67.4%,50.0%,50.0%,55.0%,47.0%,23.2%,22.0,12.3,8.5,5.1
2023 Bad Homburg R32,L vs Andreescu,3.7,3.8,3.6,49.2%,42.6%,60.0%,53.3%,57.1%,25.6%,12.5,7.8,1.0,1.1
2022 Wimbledon R128,L vs Pattinama Kerkhove,4.1,4.2,4.0,44.4%,57.1%,35.0%,36.4%,44.8%,33.6%,-2.0,-2.0,-2.5,-2.7
2022 Nottingham R32,L vs Giorgi,3.7,4.2,3.2,47.8%,37.0%,41.7%,37.5%,51.9%,34.2%,5.0,7.5,-2.0,-4.3
Last 52 Weeks (6 matches),,4.8,4.8,4.8,54.4%,44.4%,53.7%,53.6%,51.9%,21.7%,8.6,5.3,1.1,0.9
Career (12 matches),,4.6,4.7,4.5,52.3%,46.0%,49.4%,54.1%,50.9%,23.2%,7.7,5.5,1.1,1.0
