Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,33,20,13,60.6%,45-30,60.0%,382-329,53.7%,6-5,54.5%,31,70.9%,36.3%,2.6%,1.8%,66.9%,63.9%,52.2%,60.0%,44.0%,52.0%,1.10
Clay,7,3,4,42.9%,6-9,40.0%,61-70,46.6%,0-0,-,7,62.7%,29.7%,1.7%,2.8%,73.8%,60.3%,44.1%,56.0%,41.6%,48.8%,0.95
Grass,17,7,10,41.2%,18-24,42.9%,186-197,48.6%,0-2,0.0%,17,68.1%,29.5%,2.9%,2.3%,70.4%,62.3%,46.9%,57.8%,41.7%,49.7%,0.99
Grand Slams,14,6,8,42.9%,14-19,42.4%,140-149,48.4%,0-3,0.0%,14,64.5%,33.1%,2.1%,2.4%,66.9%,60.7%,46.6%,56.0%,43.1%,49.5%,0.98
Premiers,6,3,3,50.0%,7-7,50.0%,60-61,49.6%,1-0,100.0%,6,59.7%,37.9%,1.5%,0.3%,70.7%,58.2%,50.0%,55.8%,45.2%,50.6%,1.02
Internationals,16,8,8,50.0%,19-18,51.4%,191-176,52.0%,2-4,33.3%,16,70.6%,34.4%,3.2%,2.4%,70.3%,65.2%,46.2%,59.6%,44.0%,51.7%,1.09
Finals,1,1,0,100.0%,2-0,100.0%,13-8,61.9%,0-0,-,1,54.5%,70.0%,4.1%,2.7%,64.4%,66.0%,34.6%,54.8%,59.2%,56.9%,1.31
Semi-finals,1,1,0,100.0%,0-0,-,0-0,-,0-0,-,1,100.0%,66.7%,0.0%,0.0%,81.3%,84.6%,33.3%,75.0%,66.7%,71.4%,2.67
Quarter-finals,4,1,3,25.0%,3-6,33.3%,39-51,43.3%,2-1,66.7%,4,56.8%,27.9%,2.3%,1.1%,69.4%,60.3%,43.2%,55.1%,40.7%,47.6%,0.91
vs Righties,55,30,25,54.5%,68-60,53.1%,620-577,51.8%,5-7,41.7%,51,69.2%,33.3%,2.6%,2.1%,69.0%,63.0%,49.8%,58.9%,42.9%,50.9%,1.05
vs Lefties,4,2,2,50.0%,5-4,55.6%,37-36,50.7%,1-0,100.0%,4,66.7%,33.3%,3.0%,2.2%,65.8%,61.8%,50.6%,58.0%,43.4%,50.6%,1.03
vs Top 10,4,1,3,25.0%,2-6,25.0%,27-46,37.0%,0-0,-,4,62.5%,12.2%,1.9%,2.7%,65.9%,59.9%,44.9%,54.8%,31.0%,43.6%,0.69
