Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2022 Seoul R32,L vs Brooksby,67% (10/15),18% (2/11),1/5,0/0,57% (4/7),2/4,2/3,50% (3/6),33% (2/6)
2019 Busan CH R32,L vs Ito,57% (8/14),50% (2/4),0/0,0/0,25% (1/4),0/2,0/1,20% (1/5),25% (1/4)
2019 Busan CH R64,W vs Neuchrist,63% (10/16),50% (3/6),2/4,1/3,67% (4/6),0/0,0/0,80% (4/5),75% (3/4)
2019 Seoul CH SF,L vs Kwon,50% (5/10),36% (4/11),0/5,0/0,0% (0/5),3/5,1/2,60% (3/5),17% (1/6)
2019 Seoul CH QF,W vs Bolt,77% (10/13),38% (3/8),2/4,1/3,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 Seoul CH R16,W vs Myneni,57% (8/14),45% (5/11),2/4,1/3,50% (3/6),0/0,0/0,- (0/0),- (0/0)
2019 Seoul CH R32,W vs Schnur,56% (14/25),44% (4/9),2/7,1/4,100% (1/1),0/1,0/0,57% (4/7),29% (2/7)
2019 Seoul CH R64,W vs Uchida,87% (13/15),43% (3/7),2/4,1/3,67% (2/3),0/1,0/0,- (0/0),- (0/0)
2019 Nanchang CH R64,L vs Ochi,57% (4/7),33% (1/3),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2019 Anning CH R64,L vs Li,67% (8/12),0% (0/2),0/0,0/0,50% (2/4),2/4,1/2,83% (5/6),0% (0/6)
2019 Taipei CH R32,L vs Jung,67% (8/12),0% (0/2),0/0,0/0,33% (1/3),0/2,0/1,- (0/0),- (0/0)
2019 Taipei CH R64,W vs Yu,100% (10/10),67% (2/3),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 Santiago CH F,L vs Dellien,67% (10/15),40% (4/10),1/2,0/0,17% (1/6),0/2,0/1,0% (0/4),25% (1/4)
2019 Santiago CH SF,W vs Andujar,67% (8/12),67% (4/6),2/4,1/3,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Santiago CH QF,W vs Monteiro,55% (12/22),43% (6/14),2/4,1/3,50% (5/10),1/2,0/0,- (0/0),- (0/0)
2019 Santiago CH R16,W vs Bagnis,83% (10/12),57% (4/7),2/3,1/1,83% (10/12),0/1,0/0,- (0/0),- (0/0)
2019 Santiago CH R32,W vs Donati,77% (10/13),100% (2/2),2/2,1/1,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2019 Santiago CH R64,W vs Gonzalez,78% (7/9),71% (5/7),2/2,1/1,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2019 M15 Sharm El Sheikh F,W vs Kopriva,75% (9/12),50% (3/6),2/5,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 M15 Sharm El Sheikh QF,W vs Bovy,58% (7/12),83% (5/6),2/3,1/1,89% (8/9),0/0,0/0,- (0/0),- (0/0)
2022 (1 matches),,66.7%,18.2%,20.0%,-,57.1%,50.0%,66.7%,50.0%,33.3%
2019 (22 matches),,65.6%,48.2%,50.9%,48.3%,57.9%,25.9%,27.3%,53.1%,25.8%
2018 (2 matches),,73.3%,28.6%,100.0%,-,42.9%,33.3%,0.0%,-,-
2017 (1 matches),,80.0%,0.0%,-,-,50.0%,0.0%,0.0%,-,-
2016 (2 matches),,63.6%,60.0%,66.7%,50.0%,45.5%,50.0%,0.0%,66.7%,44.4%
Career (28 matches),,66.3%,45.4%,50.0%,48.4%,55.2%,30.2%,27.8%,55.3%,30.4%
