Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,40,27,13,67.5%,50-42,54.3%,461-454,50.4%,10-9,52.6%,36,84.2%,19.6%,9.0%,2.3%,66.6%,74.0%,54.3%,67.4%,35.4%,51.1%,1.09
Clay,26,14,12,53.8%,35-29,54.7%,327-310,51.3%,8-6,57.1%,26,78.3%,24.5%,5.3%,2.8%,64.9%,68.6%,52.1%,62.8%,38.0%,50.3%,1.02
Grass,7,3,4,42.9%,11-11,50.0%,121-110,52.4%,2-4,33.3%,7,90.3%,15.2%,8.2%,2.2%,69.5%,73.8%,53.6%,67.6%,35.6%,51.2%,1.10
Grand Slams,11,6,5,54.5%,22-16,57.9%,191-188,50.4%,8-2,80.0%,11,83.7%,15.7%,9.4%,2.9%,66.5%,73.1%,51.9%,66.0%,34.6%,50.0%,1.02
Masters,22,12,10,54.5%,24-28,46.2%,260-257,50.3%,2-8,20.0%,22,82.3%,20.6%,7.7%,2.6%,66.6%,71.6%,52.6%,65.3%,36.1%,50.4%,1.04
Other Tours,29,17,12,58.6%,38-29,56.7%,358-333,51.8%,9-7,56.3%,28,80.6%,23.2%,5.9%,2.5%,65.2%,70.3%,52.9%,64.2%,37.8%,50.9%,1.06
Best of 5,16,11,5,68.8%,26-19,57.8%,216-212,50.5%,8-2,80.0%,16,85.5%,18.9%,9.6%,2.6%,67.1%,74.2%,55.0%,67.9%,35.3%,51.2%,1.10
Best of 3,57,33,24,57.9%,70-63,52.6%,693-662,51.1%,12-17,41.4%,53,81.9%,21.5%,6.8%,2.5%,66.1%,71.3%,52.8%,65.0%,36.8%,50.7%,1.05
Finals,3,3,0,100.0%,5-0,100.0%,29-20,59.2%,1-0,100.0%,3,84.4%,32.3%,9.5%,1.5%,68.8%,76.6%,53.2%,69.3%,43.1%,55.9%,1.40
Semi-finals,3,3,0,100.0%,4-1,80.0%,32-25,56.1%,2-0,100.0%,3,91.7%,25.0%,10.7%,1.5%,68.4%,81.6%,58.5%,74.3%,39.1%,55.4%,1.52
Quarter-finals,4,2,2,50.0%,5-6,45.5%,53-55,49.1%,0-1,0.0%,4,65.5%,36.8%,4.5%,3.7%,61.1%,62.7%,49.3%,57.5%,43.5%,50.5%,1.02
vs Righties,58,37,21,63.8%,84-62,57.5%,771-708,52.1%,19-17,52.8%,55,84.3%,20.6%,7.9%,2.7%,66.5%,72.5%,53.3%,66.1%,36.4%,51.0%,1.07
vs Lefties,15,7,8,46.7%,12-20,37.5%,138-166,45.4%,1-2,33.3%,14,76.4%,21.6%,6.1%,1.8%,65.9%,69.9%,53.5%,64.3%,36.3%,50.2%,1.02
vs Top 10,5,1,4,20.0%,4-9,30.8%,63-78,44.7%,3-2,60.0%,5,82.4%,5.9%,9.3%,1.6%,68.8%,72.7%,49.3%,65.4%,29.5%,48.0%,0.85
