Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Miami R64,L vs Alcaraz,0.87,0.62,40.0,2.2,11.4%,54.3%,3.1%,65.6%,33.3%,23.3%
2026 Indian Wells R16,L vs Sinner,0.81,0.74,64.0,3.5,14.0%,72.1%,10.5%,65.8%,30.0%,25.7%
2026 Indian Wells R32,W vs Paul,1.11,1.85,36.2,2.0,7.7%,73.1%,0.0%,66.7%,46.7%,53.6%
2025 Basel F,W vs Davidovich Fokina,1.11,1.65,40.0,2.0,15.6%,75.0%,6.9%,62.1%,45.7%,47.1%
2025 Basel SF,W vs Munar,1.28,1.68,51.6,2.4,14.6%,73.2%,5.9%,73.5%,26.2%,44.7%
2025 Basel R32,W vs Mpetshi Perricard,1.24,1.68,48.2,2.4,11.4%,80.0%,9.1%,72.7%,37.1%,25.8%
2025 Brussels R32,L vs Van De Zandschulp,1.06,0.72,54.3,3.4,4.1%,55.1%,6.4%,59.6%,26.3%,32.4%
2025 US Open R64,L vs Machac,0.82,0.67,33.7,2.5,11.6%,76.7%,11.1%,58.3%,26.0%,25.6%
2025 Wimbledon R64,W vs Brooksby,1.05,1.21,47.7,2.1,7.6%,65.2%,8.1%,61.3%,45.9%,38.6%
2025 Eastbourne R16,L vs Fritz,0.87,0.87,65.5,2.0,10.4%,66.7%,4.8%,71.4%,21.4%,42.0%
2025 Eastbourne R32,W vs Bergs,0.85,1.31,73.3,4.1,4.3%,73.9%,2.3%,68.2%,43.4%,44.9%
2025 Roland Garros R32,L vs Draper,0.96,0.43,25.8,2.1,6.8%,54.5%,7.5%,55.0%,24.3%,16.1%
2025 Roland Garros R128,W vs Hurkacz,1.40,2.67,18.6,2.1,17.5%,80.0%,6.5%,71.0%,51.2%,39.5%
2025 Rome R128,L vs Marozsan,0.98,0.66,50.1,2.0,10.8%,62.2%,0.0%,58.1%,32.4%,21.2%
2025 Madrid R64,L vs Paul,0.88,0.90,67.2,3.2,2.1%,72.3%,2.4%,59.5%,40.4%,28.0%
2025 Madrid R128,W vs Moller,1.25,1.76,40.0,2.2,7.4%,74.1%,11.5%,57.7%,54.5%,40.0%
2025 Miami R32,L vs De Minaur,0.95,0.81,62.3,5.9,8.2%,67.3%,2.3%,53.5%,32.7%,34.0%
2025 Miami R64,W vs Humbert,1.56,6.16,26.3,2.0,13.6%,95.5%,11.1%,83.3%,42.9%,36.0%
2025 Miami R128,W vs Tien,1.09,1.26,61.1,4.0,11.5%,67.3%,8.5%,70.2%,36.4%,35.8%
2025 Phoenix CH F,W vs Bublik,0.98,1.23,71.2,2.4,8.9%,64.4%,9.8%,68.3%,39.6%,45.1%
2026 (3 matches),,0.91,0.93,48.4,2.4,11.5%,66.3%,5.3%,66.0%,35.9%,33.3%
2025 (28 matches),,1.07,1.14,51.6,2.7,9.5%,68.5%,5.8%,62.4%,37.0%,36.5%
2024 (13 matches),,1.09,1.12,50.2,2.4,7.8%,66.3%,4.9%,60.5%,36.2%,38.7%
Career (44 matches),,1.06,1.12,51.1,2.6,9.1%,67.8%,5.5%,62.1%,36.7%,36.8%
