Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami R64,L vs Alcaraz,1.6%,100.0%,6.2%,50.0%,20.0%,14.3%,25.0%,6.7%,0.0%,1.7%,0.0%,-55,-59
2026 Indian Wells R16,L vs Sinner,0.0%,-,9.0%,71.4%,20.9%,16.0%,25.0%,2.2%,4.2%,1.2%,66.7%,-41,-11
2026 Indian Wells R32,W vs Paul,0.0%,-,8.3%,66.7%,21.6%,18.8%,20.0%,7.6%,5.0%,1.0%,0.0%,-78,-98
2026 Buenos Aires R16,L vs Tabilo,1.0%,0.0%,14.5%,59.3%,17.2%,34.2%,0.0%,1.5%,0.0%,3.1%,44.4%,7,-13
2025 Basel F,W vs Davidovich Fokina,3.7%,100.0%,12.3%,68.8%,19.5%,25.0%,28.6%,13.0%,7.1%,1.4%,0.0%,-7,-28
2025 Basel SF,W vs Munar,1.5%,0.0%,14.2%,40.9%,25.5%,27.8%,25.0%,5.4%,15.4%,0.7%,0.0%,17,-10
2025 Basel R32,W vs Mpetshi Perricard,0.0%,-,17.2%,69.6%,29.7%,27.3%,66.7%,23.8%,28.6%,1.4%,50.0%,72,-9
2025 Brussels R32,L vs Van De Zandschulp,0.0%,-,9.5%,75.0%,11.3%,9.7%,14.3%,4.9%,22.2%,1.7%,25.0%,-26,-38
2025 US Open R64,L vs Machac,1.4%,100.0%,6.4%,54.5%,21.1%,24.1%,50.0%,8.1%,10.5%,0.8%,50.0%,-25,-8
2025 Cincinnati R64,W vs Davidovich Fokina,0.0%,-,3.0%,75.0%,14.3%,18.2%,0.0%,11.5%,27.3%,1.1%,50.0%,111,103
2025 Wimbledon R64,W vs Brooksby,2.5%,100.0%,16.5%,53.3%,17.7%,24.4%,16.7%,12.1%,18.2%,2.2%,10.0%,15,30
2025 Eastbourne R16,L vs Fritz,0.0%,-,5.6%,63.6%,21.3%,21.9%,40.0%,12.7%,25.0%,1.2%,33.3%,112,35
2025 Eastbourne R32,W vs Bergs,0.0%,-,8.3%,68.8%,21.4%,27.8%,0.0%,10.7%,25.0%,0.4%,0.0%,-9,-60
2025 Roland Garros R32,L vs Draper,1.3%,100.0%,5.9%,55.6%,14.7%,8.3%,5.9%,1.8%,0.0%,1.6%,50.0%,29,-14
2025 Roland Garros R128,W vs Hurkacz,0.0%,-,15.3%,73.9%,26.3%,32.0%,28.6%,7.5%,18.2%,1.7%,25.0%,2,17
2025 Rome R128,L vs Marozsan,1.6%,100.0%,3.0%,50.0%,18.2%,25.8%,50.0%,9.3%,20.0%,0.5%,0.0%,63,20
2025 Madrid R64,L vs Paul,3.4%,100.0%,5.8%,72.7%,19.3%,21.4%,18.2%,11.1%,21.4%,0.7%,100.0%,35,-19
2025 Madrid R128,W vs Moller,0.0%,-,2.6%,33.3%,18.5%,0.0%,0.0%,2.8%,0.0%,1.8%,66.7%,10,55
2025 Miami R32,L vs De Minaur,2.3%,50.0%,8.9%,58.8%,20.3%,21.3%,20.0%,10.8%,21.4%,0.9%,33.3%,21,-13
2025 Miami R64,W vs Humbert,0.0%,-,2.2%,50.0%,25.0%,43.8%,25.0%,16.3%,28.6%,2.3%,33.3%,-1,-36
Career (50 matches),,1.6%,70.2%,9.6%,63.1%,19.5%,24.4%,19.3%,9.1%,19.9%,1.5%,34.1%,25,13
