Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
3,Jacob Fearnley [GBR],3,0,100.0%,1,1,0,100.0%,2024,2025,3,1.40,9.5%,2.7%,64.0%,77.5%,56.3%,69.8%,42.1%,78.6%,37.0%
3,Learner Tien [USA],3,0,100.0%,1,0,1,0.0%,2024,2025,3,1.44,10.2%,1.5%,65.4%,76.1%,66.2%,72.7%,39.3%,62.5%,30.6%
3,Mariano Navone [ARG],2,1,66.7%,1,1,0,100.0%,2022,2025,3,0.92,3.7%,3.0%,56.5%,60.9%,45.4%,54.2%,42.0%,61.4%,47.1%
3,Thiago Agustin Tirante [ARG],2,1,66.7%,2,1,1,50.0%,2022,2025,3,1.11,2.8%,4.3%,62.1%,67.9%,63.7%,66.4%,37.5%,78.6%,38.9%
3,Billy Harris [GBR],1,2,33.3%,1,0,1,0.0%,2024,2024,3,1.02,11.2%,1.9%,64.2%,73.9%,54.5%,67.0%,33.8%,50.0%,35.0%
2,Fabian Marozsan [HUN],1,1,50.0%,1,0,1,0.0%,2025,2026,2,0.89,10.5%,3.3%,66.4%,70.3%,52.9%,64.5%,31.8%,50.0%,33.3%
2,Tommy Paul [USA],1,1,50.0%,2,0,2,0.0%,2025,2026,2,1.24,2.9%,1.4%,69.8%,73.2%,54.8%,67.6%,40.0%,0.0%,23.8%
2,Karen Khachanov [RUS],1,1,50.0%,1,1,0,100.0%,2025,2026,2,0.90,12.8%,4.1%,65.7%,75.2%,49.2%,66.3%,30.3%,64.7%,80.0%
2,Raphael Collignon [BEL],2,0,100.0%,2,1,1,50.0%,2024,2026,2,1.31,6.4%,0.0%,73.1%,76.3%,64.3%,73.1%,35.3%,66.7%,19.0%
2,Alejandro Tabilo [CHI],0,2,0.0%,1,0,1,0.0%,2024,2026,2,0.97,4.5%,2.0%,62.9%,65.4%,58.7%,62.9%,36.1%,63.6%,50.0%
2,Eliot Spizzirri [USA],0,2,0.0%,2,1,1,50.0%,2024,2026,2,0.74,9.4%,5.2%,61.8%,68.8%,48.3%,60.9%,29.0%,64.0%,35.7%
2,Denis Shapovalov [CAN],2,0,100.0%,0,0,0,-,2025,2025,2,1.19,2.5%,3.1%,67.9%,72.2%,47.1%,64.2%,42.7%,64.3%,56.3%
2,Alejandro Davidovich Fokina [ESP],2,0,100.0%,1,0,1,0.0%,2025,2025,2,1.21,11.1%,3.2%,71.4%,71.1%,47.2%,64.3%,43.1%,50.0%,40.0%
2,Botic Van De Zandschulp [NED],1,1,50.0%,2,1,1,50.0%,2024,2025,2,0.94,8.3%,1.9%,67.5%,74.5%,51.0%,66.9%,31.1%,62.5%,42.9%
2,Flavio Cobolli [ITA],1,1,50.0%,2,0,2,0.0%,2025,2025,2,1.28,6.5%,0.6%,69.4%,77.1%,57.7%,71.2%,36.9%,71.4%,27.8%
