Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2021 W100 Bonita Springs FL SF,L vs Bara,63% (5/8),60% (3/5),3/6,78% (7/9),0% (0/7),1/3,0/0,1/2,0/0,0/1
2019 W25 Chiasso R32,W vs Jani,80% (8/10),63% (5/8),0/2,30% (3/10),33% (1/3),4/5,2/3,1/1,1/2,0/0
2019 W25 Tunis R32,L vs Parry,43% (6/14),100% (6/6),3/4,47% (7/15),14% (1/7),4/6,1/1,1/3,0/0,1/2
2019 W15 Antalya F,L vs Kan,25% (2/8),50% (1/2),1/5,75% (6/8),17% (1/6),0/1,0/0,1/1,0/0,0/0
2019 W15 Antalya SF,W vs Cuk,63% (5/8),100% (5/5),2/2,44% (4/9),50% (2/4),4/5,2/2,0/0,1/1,0/0
2019 W15 Antalya QF,W vs Ho,55% (6/11),67% (4/6),0/2,27% (3/11),33% (1/3),1/2,0/0,0/0,0/0,0/0
2019 W15 Antalya R32,W vs Naito,69% (11/16),73% (8/11),3/6,63% (10/16),40% (4/10),6/8,1/3,2/2,0/2,1/1
2017 Cairo $15K R16,L vs William,36% (5/14),80% (4/5),0/4,50% (7/14),14% (1/7),3/4,1/1,0/2,0/0,0/1
2017 Cairo $15K R32,W vs Melgers,75% (6/8),100% (6/6),1/2,75% (6/8),67% (4/6),3/5,1/1,0/0,0/0,0/0
2017 Hammamet $15K F,L vs Herazo Gonzalez,71% (10/14),60% (6/10),2/6,54% (7/13),14% (1/7),3/5,0/1,1/1,0/1,1/1
2017 Hammamet $15K SF,W vs Niedmers,71% (5/7),100% (5/5),0/0,29% (2/7),100% (2/2),5/5,2/2,0/0,1/1,0/0
2017 Hammamet $15K R16,W vs Daniilidou,78% (7/9),100% (7/7),3/4,78% (7/9),43% (3/7),4/6,1/2,0/0,1/1,0/0
2017 Hammamet $15K R32,W vs Prati,75% (6/8),100% (6/6),1/1,43% (3/7),67% (2/3),4/5,1/1,0/0,0/0,0/0
2017 Hammamet $15K R32,L vs Jones,44% (4/9),75% (3/4),1/5,75% (6/8),0% (0/6),0/3,0/0,1/2,0/0,0/0
2017 Mamaia $25K SF,L vs Cristian,33% (3/9),100% (3/3),1/6,75% (6/8),0% (0/6),1/3,0/0,1/1,0/0,1/1
2017 Mamaia $25K QF,W vs Perper,57% (8/14),100% (8/8),4/7,54% (7/13),0% (0/7),4/6,0/0,0/0,0/0,0/0
2017 Mamaia $25K R16,W vs Eklund,79% (11/14),82% (9/11),5/8,60% (9/15),11% (1/9),3/9,2/3,0/0,1/2,0/0
2017 Mamaia $25K R32,W vs Arcangioli,67% (6/9),83% (5/6),2/3,40% (4/10),25% (1/4),3/4,1/1,0/0,1/1,0/0
2017 Bucharest $15K SF,L vs Lee,55% (6/11),100% (6/6),4/5,64% (7/11),0% (0/7),3/6,0/1,1/2,0/0,1/1
2017 Bucharest $15K QF,W vs Bilardo,89% (8/9),88% (7/8),2/4,56% (5/9),20% (1/5),3/7,2/3,0/0,1/1,0/0
2021 (1 matches),,62.5%,60.0%,50.0%,77.8%,0.0%,33.3%,-,50.0%,-,0.0%
2019 (6 matches),,56.7%,76.3%,42.9%,47.8%,30.3%,70.4%,66.7%,71.4%,40.0%,66.7%
2017 (31 matches),,62.6%,88.0%,48.2%,52.5%,19.7%,63.3%,61.8%,45.5%,60.0%,45.5%
2016 (24 matches),,61.4%,83.9%,47.4%,47.4%,18.3%,64.4%,70.8%,40.9%,70.0%,37.5%
2015 (17 matches),,64.1%,86.7%,50.0%,51.3%,10.3%,53.9%,81.3%,40.0%,72.7%,20.0%
Career (85 matches),,61.9%,84.1%,46.0%,51.2%,17.2%,62.1%,69.3%,44.9%,65.1%,38.7%
