Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,1,0,1,0.0%,2022,2022,Q1,1,0.87,0.9%,2.6%,63.5%,57.5%,52.4%,55.7%,38.5%,28.6%,30.8%
Wimbledon,1,Grass,1,0,1,0.0%,0,0,0,-,2021,2021,Q1,1,0.37,0.0%,7.0%,62.8%,48.1%,43.8%,46.5%,20.0%,20.0%,0
US Open,1,Hard,1,0,1,0.0%,1,0,1,0.0%,2021,2021,Q1,1,0.79,5.1%,5.1%,66.7%,55.8%,34.6%,48.7%,40.6%,37.5%,50.0%
Bucharest,3,Clay,3,0,3,0.0%,0,0,0,-,2015,2019,Q1,2,0.91,0.0%,6.5%,68.1%,45.7%,34.1%,42.0%,52.6%,44.4%,52.0%
Bucharest 125,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2023,2024,R32,2,0.77,0.7%,9.9%,69.1%,55.2%,31.9%,48.0%,39.8%,56.5%,50.0%
