Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,10,6,4,60.0%,13-9,59.1%,120-94,56.1%,2-3,40.0%,10,78.6%,34.9%,5.3%,5.5%,61.2%,71.4%,48.7%,62.6%,42.7%,52.4%,1.14,F (Brisbane)
2025,49,28,21,57.1%,64-48,57.1%,562-483,53.8%,4-9,30.8%,44,68.5%,38.4%,4.1%,7.9%,58.8%,66.3%,44.9%,57.5%,44.7%,51.1%,1.05,QF (3x)
2024,54,34,20,63.0%,73-54,57.5%,645-585,52.4%,11-6,64.7%,54,63.7%,40.7%,3.9%,8.9%,59.0%,64.1%,43.6%,55.7%,46.6%,51.1%,1.05,F (2x)
2023,45,24,21,53.3%,55-53,50.9%,506-502,50.2%,9-5,64.3%,43,65.8%,35.0%,4.1%,8.1%,57.1%,65.8%,43.6%,56.2%,43.8%,50.0%,1.00,W (Austin)
2022,38,18,20,47.4%,44-46,48.9%,434-438,49.8%,6-4,60.0%,35,63.5%,33.9%,4.4%,6.8%,60.6%,64.5%,42.1%,55.7%,43.7%,49.7%,0.99,SF (Granby)
2021,36,20,16,55.6%,44-37,54.3%,388-359,51.9%,3-5,37.5%,36,63.9%,35.6%,3.8%,5.4%,62.7%,61.8%,44.6%,55.4%,44.4%,49.9%,1.00,SF (3x)
2020,7,2,5,28.6%,6-10,37.5%,69-83,45.4%,2-1,66.7%,7,63.6%,25.7%,4.7%,6.9%,62.0%,63.7%,43.6%,56.1%,40.6%,48.7%,0.92,R32 (4x)
2019,7,4,3,57.1%,11-6,64.7%,84-68,55.3%,0-0,-,7,64.9%,46.7%,3.6%,6.5%,60.8%,61.1%,47.8%,55.9%,46.7%,51.1%,1.06,QF (Strasbourg)
2018,10,4,6,40.0%,10-12,45.5%,98-107,47.8%,1-0,100.0%,10,63.5%,30.0%,5.4%,9.8%,56.5%,65.8%,42.2%,55.5%,41.3%,49.1%,0.93,R16 (Stuttgart)
Career,256,140,116,54.7%,320-275,53.8%,2906-2719,51.7%,38-33,53.5%,246,65.5%,36.7%,4.2%,7.6%,59.5%,64.8%,44.0%,56.3%,44.5%,50.4%,1.02,
