Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells R16,L vs Rybakina,0.0%,-,4.0%,80.0%,16.4%,28.6%,0.0%,18.8%,33.3%,2.0%,33.3%,149,164
2026 Australian Open R128,L vs Jacquemot,0.8%,100.0%,16.0%,74.5%,22.1%,29.4%,33.3%,14.1%,27.3%,0.7%,66.7%,94,95
2026 Brisbane F,L vs Sabalenka,0.0%,-,7.3%,62.5%,17.9%,21.4%,0.0%,12.9%,20.0%,0.9%,100.0%,128,95
2026 Brisbane SF,W vs Pegula,0.0%,-,14.6%,83.3%,12.3%,25.0%,0.0%,21.4%,33.3%,0.0%,-,78,108
2026 Brisbane QF,W vs Andreeva,0.0%,-,12.8%,90.0%,20.0%,31.3%,33.3%,22.9%,50.0%,1.3%,33.3%,171,123
2026 Brisbane R16,W vs Anisimova,0.0%,-,2.3%,100.0%,26.2%,50.0%,0.0%,20.7%,25.0%,0.0%,-,-21,55
2025 Wuhan R64,L vs Muchova,0.0%,-,6.7%,91.7%,14.7%,29.0%,0.0%,6.8%,14.3%,2.6%,14.3%,1,42
2025 BJK Cup Finals QF,W vs Bouzas Maneiro,0.0%,-,9.8%,78.6%,16.8%,40.5%,0.0%,10.9%,16.7%,0.4%,0.0%,-51,-33
2025 US Open R16,L vs Muchova,0.0%,-,11.1%,60.9%,13.2%,13.7%,0.0%,10.3%,20.0%,1.1%,50.0%,62,87
2025 US Open R32,W vs Parry,0.0%,-,9.3%,77.8%,18.5%,20.9%,0.0%,4.7%,14.3%,0.0%,-,35,36
2025 US Open R64,W vs Sonmez,0.0%,-,6.6%,71.4%,9.5%,14.7%,50.0%,6.2%,30.0%,0.6%,0.0%,36,80
2025 Madrid R16,W vs Potapova,0.0%,-,12.9%,81.3%,17.1%,17.6%,0.0%,14.3%,66.7%,2.4%,60.0%,-48,-56
2025 Indian Wells R16,L vs Zheng,0.0%,-,10.8%,41.7%,11.3%,11.1%,50.0%,13.7%,16.7%,3.6%,0.0%,37,52
2025 Indian Wells R32,W vs Dolehide,0.0%,-,8.0%,66.7%,17.6%,47.4%,33.3%,10.2%,50.0%,0.9%,50.0%,-12,-4
2025 Indian Wells R64,W vs Montgomery,0.0%,-,7.6%,71.4%,14.1%,29.4%,14.3%,5.1%,0.0%,0.0%,-,-28,-24
2025 Dubai R32,L vs Kenin,0.0%,-,12.1%,73.3%,11.5%,22.9%,14.3%,16.3%,31.3%,1.6%,33.3%,21,47
2025 Doha QF,L vs Anisimova,0.0%,-,2.2%,80.0%,9.9%,25.0%,0.0%,7.0%,8.3%,3.6%,30.8%,-73,-31
2025 Doha R16,W vs Linette,0.0%,-,8.5%,75.0%,14.9%,27.6%,33.3%,17.7%,58.8%,1.2%,33.3%,42,67
2025 Doha R32,W vs Gauff,0.0%,-,10.6%,58.3%,18.6%,29.2%,50.0%,0.0%,0.0%,0.7%,0.0%,11,41
2025 Doha R64,W vs Sonmez,0.0%,-,10.1%,80.0%,19.0%,32.0%,100.0%,9.3%,25.0%,2.6%,0.0%,42,51
Last 52 Weeks (12 matches),,0.1%,100.0%,9.8%,77.1%,16.4%,25.3%,16.1%,12.3%,27.9%,1.0%,37.9%,48,64
Career (77 matches),,0.3%,64.3%,9.6%,71.7%,13.0%,22.1%,17.4%,9.3%,26.2%,1.3%,29.7%,5,24
