Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R16,L vs Rybakina,67.2%,55.8%,6.3%,3/1,2.08,5.0%,73.7%,42.9%,2.6%,1.95,8.7%,62.5%,80.0%,12.5%,2.26,0.0%
2026 Australian Open R128,L vs Jacquemot,65.0%,49.0%,5.6%,4/5,2.29,9.5%,67.7%,43.3%,5.1%,2.19,18.2%,74.0%,59.5%,8.0%,2.40,0.0%
2026 Brisbane F,L vs Sabalenka,65.4%,41.2%,7.7%,2/2,2.68,12.5%,59.4%,31.6%,9.4%,2.47,20.8%,75.0%,53.3%,5.0%,3.00,0.0%
2026 Brisbane SF,W vs Pegula,81.1%,66.7%,2.7%,1/0,2.76,22.2%,84.0%,71.4%,4.0%,2.63,27.8%,75.0%,55.6%,0.0%,3.02,11.1%
2026 Brisbane QF,W vs Andreeva,65.9%,59.3%,0.0%,0/0,2.37,17.5%,68.6%,51.4%,0.0%,2.24,25.0%,73.1%,73.7%,0.0%,2.68,0.0%
2026 Brisbane R16,W vs Anisimova,64.7%,61.4%,10.3%,2/5,2.40,0.0%,65.1%,53.6%,9.3%,2.30,0.0%,80.0%,75.0%,15.0%,2.64,0.0%
2025 Wuhan R64,L vs Muchova,75.3%,45.3%,3.5%,3/0,2.38,6.3%,81.5%,38.6%,5.6%,2.31,9.1%,74.1%,60.0%,0.0%,2.54,0.0%
2025 BJK Cup Finals QF,W vs Bouzas Maneiro,73.5%,60.7%,2.4%,2/0,2.50,7.0%,83.0%,54.5%,1.9%,2.39,10.7%,68.0%,76.5%,4.0%,2.71,0.0%
2025 US Open R16,L vs Muchova,77.2%,48.0%,0.8%,1/0,2.43,17.5%,78.7%,40.7%,0.0%,2.17,32.3%,78.0%,59.0%,2.0%,2.73,0.0%
2025 US Open R32,W vs Parry,79.4%,50.6%,0.9%,0/1,-,54.5%,84.1%,41.4%,1.4%,-,81.3%,84.4%,70.4%,0.0%,-,17.4%
2025 US Open R64,W vs Sonmez,73.8%,51.3%,0.0%,0/0,2.31,1.5%,76.9%,52.5%,0.0%,2.33,2.4%,80.0%,50.0%,0.0%,2.28,0.0%
2025 Madrid R16,W vs Potapova,75.4%,57.7%,2.9%,0/2,2.09,4.4%,74.4%,46.9%,0.0%,2.11,6.3%,90.9%,75.0%,9.1%,2.03,0.0%
2025 Indian Wells R16,L vs Zheng,76.4%,47.6%,7.3%,3/1,2.45,2.6%,74.2%,43.5%,3.2%,2.26,4.8%,82.6%,52.6%,13.0%,2.68,0.0%
2025 Indian Wells R32,W vs Dolehide,68.4%,59.3%,5.1%,3/1,2.55,22.4%,76.9%,52.5%,3.8%,2.39,29.4%,66.7%,78.6%,9.5%,2.91,6.7%
2025 Indian Wells R64,W vs Montgomery,65.2%,66.7%,2.2%,1/0,2.15,0.0%,76.0%,57.9%,4.0%,2.13,0.0%,73.3%,81.8%,0.0%,2.19,0.0%
2025 Dubai R32,L vs Kenin,75.2%,46.4%,5.4%,6/1,2.30,6.3%,76.9%,44.3%,2.2%,2.21,11.1%,79.4%,51.9%,14.7%,2.41,0.0%
2025 Doha QF,L vs Anisimova,79.8%,50.5%,6.7%,5/3,2.44,3.0%,85.7%,51.4%,2.4%,2.41,4.3%,76.7%,47.8%,20.0%,2.52,0.0%
2025 Doha R16,W vs Linette,80.0%,64.3%,1.4%,1/0,2.66,2.0%,88.4%,60.5%,0.0%,2.70,3.7%,72.0%,72.2%,4.0%,2.60,0.0%
2025 Doha R32,W vs Gauff,60.3%,62.9%,1.7%,1/0,2.30,2.6%,67.6%,60.0%,2.7%,2.34,3.4%,71.4%,70.0%,0.0%,2.16,0.0%
2025 Doha R64,W vs Sonmez,73.8%,59.3%,1.3%,1/0,2.47,0.0%,81.0%,44.1%,2.4%,2.43,0.0%,80.6%,80.0%,0.0%,2.53,0.0%
Last 52 Weeks (12 matches),,71.8%,52.8%,3.3%,52.9%,2.37,13.3%,74.9%,46.3%,3.0%,2.27,19.9%,76.5%,64.1%,4.2%,2.54,2.2%
Career (77 matches),,73.6%,52.4%,4.6%,70.4%,2.45,7.8%,76.7%,48.4%,3.1%,2.40,11.6%,79.4%,59.6%,8.2%,2.52,1.4%
