Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,30,19,11,63.3%,42-26,61.8%,355-288,55.2%,6-5,54.5%,27,73.4%,35.9%,4.6%,7.2%,58.5%,69.4%,46.4%,59.9%,43.7%,51.8%,1.09
Clay,9,6,3,66.7%,12-8,60.0%,101-79,56.1%,0-3,0.0%,9,69.0%,45.6%,2.8%,7.0%,56.7%,65.7%,46.4%,57.4%,47.1%,51.7%,1.10
Grass,3,0,3,0.0%,1-6,14.3%,25-40,38.5%,0-0,-,3,46.9%,30.3%,3.9%,4.8%,61.0%,54.6%,41.1%,49.4%,40.2%,44.9%,0.79
Grand Slams,7,3,4,42.9%,9-10,47.4%,95-100,48.7%,2-3,40.0%,7,72.0%,26.8%,5.8%,7.2%,57.1%,69.1%,47.4%,59.8%,41.6%,49.9%,1.03
Premiers,8,4,4,50.0%,8-9,47.1%,84-77,52.2%,1-2,33.3%,8,71.4%,34.6%,5.1%,4.7%,62.4%,64.6%,50.2%,59.2%,41.9%,50.8%,1.03
Finals,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,66.7%,10.0%,5.2%,5.2%,58.6%,55.9%,58.3%,56.9%,26.9%,42.7%,0.62
Semi-finals,1,1,0,100.0%,2-0,100.0%,12-3,80.0%,0-0,-,1,100.0%,57.1%,8.9%,2.2%,62.2%,78.6%,76.5%,77.8%,54.1%,67.1%,2.43
Quarter-finals,3,1,2,33.3%,2-3,40.0%,26-29,47.3%,1-2,33.3%,3,70.4%,25.0%,1.8%,4.6%,55.8%,67.8%,43.8%,57.1%,41.6%,49.2%,0.97
vs Righties,39,22,17,56.4%,49-39,55.7%,449-388,53.6%,6-9,40.0%,34,70.9%,35.5%,4.1%,6.9%,58.2%,67.2%,46.2%,58.5%,43.6%,50.9%,1.05
vs Lefties,5,4,1,80.0%,8-3,72.7%,54-35,60.7%,0-0,-,5,66.7%,54.5%,4.5%,7.0%,58.9%,68.6%,44.1%,58.5%,50.2%,54.1%,1.21
vs Top 10,13,3,10,23.1%,7-18,28.0%,106-137,43.6%,2-3,40.0%,12,61.9%,25.8%,3.3%,5.6%,59.9%,61.9%,45.2%,55.2%,39.6%,47.6%,0.88
