Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,26,17,9,65.4%,10,5,5,50.0%,2018,2026,QF,26,1.08,4.7%,8.6%,57.2%,67.4%,43.5%,57.2%,46.4%,57.3%,45.5%
Roland Garros,7,Clay,15,8,7,53.3%,1,0,1,0.0%,2018,2025,R16,13,1.03,3.1%,7.4%,58.7%,61.5%,43.2%,53.9%,47.4%,57.1%,44.8%
Wimbledon,7,Grass,15,8,7,53.3%,4,1,3,25.0%,2018,2025,R32,12,1.01,3.7%,6.0%,62.7%,66.7%,43.8%,58.1%,42.4%,54.3%,32.2%
US Open,7,Hard,16,9,7,56.3%,8,7,1,87.5%,2018,2025,R16,16,1.05,5.6%,7.9%,56.2%,68.8%,46.7%,59.1%,43.1%,59.6%,36.6%
Olympics,1,,4,3,1,75.0%,3,2,1,66.7%,2024,2024,QF,4,1.11,2.9%,7.2%,71.5%,59.3%,38.4%,53.3%,52.0%,48.8%,45.6%
Fed Cup,2,,4,3,1,75.0%,1,1,0,100.0%,2018,2019,,4,1.08,2.5%,12.4%,61.6%,61.7%,37.6%,52.5%,51.3%,34.6%,52.5%
Miami,5,Hard,10,5,5,50.0%,1,0,1,0.0%,2021,2026,R16,10,0.94,4.8%,7.6%,59.2%,65.4%,40.7%,55.3%,42.0%,61.5%,48.0%
Indian Wells,6,Hard,14,8,6,57.1%,3,1,2,33.3%,2021,2026,SF,14,1.05,3.0%,7.8%,57.2%,64.4%,42.0%,54.8%,47.2%,47.6%,48.4%
Brisbane,4,Hard,13,8,5,61.5%,5,2,3,40.0%,2018,2026,F,13,1.08,6.3%,5.2%,63.4%,66.7%,47.0%,59.5%,43.6%,57.4%,49.0%
Wuhan,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2024,2025,R16,3,0.89,2.5%,11.1%,56.0%,61.8%,45.8%,54.7%,40.3%,40.7%,57.9%
Beijing,3,Hard,7,4,3,57.1%,3,3,0,100.0%,2023,2025,R16,7,1.03,4.0%,8.3%,58.1%,64.2%,42.0%,54.9%,46.3%,58.1%,56.1%
Cincinnati,4,Hard,10,6,4,60.0%,1,1,0,100.0%,2025,2025,R16,9,0.96,5.1%,8.0%,60.4%,61.2%,44.7%,54.7%,43.6%,58.0%,44.4%
