Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2005,2,1,1,50.0%,2-2,50.0%,14-16,46.7%,0-0,-,0,,,,,,,,,,,,R16 (Rabat)
2004,4,0,4,0.0%,1-8,11.1%,27-52,34.2%,0-0,-,2,-,-,0.7%,4.6%,61.6%,51.6%,46.6%,49.7%,40.6%,45.2%,0.81,R32 (Vancouver)
2003,17,7,10,41.2%,20-22,47.6%,185-183,50.3%,2-3,40.0%,3,-,-,5.6%,3.3%,70.6%,62.6%,38.0%,55.4%,41.7%,49.1%,0.93,R16 (Quebec City)
2002,15,8,7,53.3%,20-15,57.1%,171-151,53.1%,2-3,40.0%,0,,,,,,,,,,,,R16 (Quebec City)
2001,4,1,3,25.0%,3-6,33.3%,37-45,45.1%,0-1,0.0%,0,,,,,,,,,,,,R64 (3x)
2000,19,7,12,36.8%,17-25,40.5%,190-210,47.5%,3-3,50.0%,0,,,,,,,,,,,,QF (Hobart)
1999,27,12,15,44.4%,26-30,46.4%,246-263,48.3%,3-4,42.9%,0,,,,,,,,,,,,SF (Cairo)
1998,1,0,1,0.0%,1-2,33.3%,12-16,42.9%,0-0,-,0,,,,,,,,,,,,R64 (Birmingham)
1997,1,0,1,0.0%,0-1,0.0%,1-6,14.3%,0-1,0.0%,0,,,,,,,,,,,,R32 (Surabaya)
1996,6,1,5,16.7%,2-9,18.2%,37-60,38.1%,1-2,33.3%,0,,,,,,,,,,,,R16 (Oklahoma)
1995,4,2,2,50.0%,3-2,60.0%,21-20,51.2%,1-2,33.3%,0,,,,,,,,,,,,R32 (2x)
1994,4,1,3,25.0%,3-6,33.3%,35-45,43.8%,0-1,0.0%,0,,,,,,,,,,,,R16 (Quebec City)
1993,13,3,10,23.1%,9-20,31.0%,119-157,43.1%,0-1,0.0%,0,,,,,,,,,,,,R16 (Quebec City)
1992,5,0,5,0.0%,2-10,16.7%,40-67,37.4%,0-0,-,0,,,,,,,,,,,,R32 (2x)
1991,4,1,3,25.0%,3-7,30.0%,31-49,38.8%,0-0,-,0,,,,,,,,,,,,R16 (San Juan)
1990,6,1,5,16.7%,4-10,28.6%,42-69,37.8%,0-1,0.0%,0,,,,,,,,,,,,R16 (Sao Paulo)
1989,8,3,5,37.5%,6-10,37.5%,63-77,45.0%,1-1,50.0%,0,,,,,,,,,,,,QF (Guaruja)
1988,6,2,4,33.3%,5-8,38.5%,51-65,44.0%,0-1,0.0%,0,,,,,,,,,,,,R32 (3x)
Career,146,50,96,34.2%,127-193,39.7%,1322-1551,46.0%,13-24,35.1%,5,-,-,3.8%,3.8%,67.4%,59.0%,41.6%,53.3%,41.2%,47.7%,0.88,
