Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2016 Bethany Beach DE $10K R16,L vs Neel,71% (5/7),43% (3/7),0/0,0/0,33% (3/9),2/4,0/1,- (0/0),- (0/0)
2016 Bethany Beach DE $10K R32,W vs Carruthers,47% (7/15),42% (5/12),2/7,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2016 Buffalo NY $10K R32,L vs Dolehide,25% (1/4),100% (2/2),0/0,0/0,42% (5/12),1/3,1/2,- (0/0),- (0/0)
2015 Hilton Head Island SC $10K R32,L vs Perper,53% (9/17),23% (3/13),1/6,0/0,56% (5/9),4/6,1/2,- (0/0),- (0/0)
2015 Charleston SC $10K R32,L vs Fusinato,0% (0/1),0% (0/2),0/0,0/0,0% (0/6),3/5,0/1,- (0/0),- (0/0)
2015 Charlotte NC $10K R32,L vs Dailey,58% (7/12),67% (2/3),0/0,0/0,40% (2/5),0/2,0/1,50% (3/6),33% (2/6)
2015 Bethany Beach DE $10K R16,L vs Cercone,25% (1/4),20% (1/5),0/0,0/0,33% (3/9),0/2,0/1,- (0/0),- (0/0)
2016 (3 matches),,50.0%,47.6%,28.6%,50.0%,43.5%,42.9%,33.3%,-,-
2015 (4 matches),,50.0%,26.1%,16.7%,-,34.5%,46.7%,20.0%,50.0%,33.3%
Career (7 matches),,50.0%,36.4%,23.1%,50.0%,38.5%,45.5%,25.0%,50.0%,33.3%
