Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2016 Bethany Beach DE $10K R16,L vs Neel,40% (4/10),75% (3/4),1/4,64% (7/11),14% (1/7),1/3,0/0,2/4,0/0,1/2
2016 Bethany Beach DE $10K R32,W vs Carruthers,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,1/1,0/0
2016 Buffalo NY $10K R32,L vs Dolehide,29% (2/7),100% (2/2),1/6,88% (7/8),0% (0/7),1/2,0/0,0/1,0/0,0/1
2015 Hilton Head Island SC $10K R32,L vs Perper,54% (7/13),43% (3/7),0/2,38% (5/13),20% (1/5),3/3,1/1,0/2,0/0,0/1
2015 Charleston SC $10K R32,L vs Fusinato,17% (1/6),0% (0/1),0/6,100% (6/6),0% (0/6),0/0,0/0,0/0,0/0,0/0
2015 Charlotte NC $10K R32,L vs Dailey,18% (2/11),100% (2/2),2/3,40% (4/10),25% (1/4),1/2,0/0,1/1,0/0,1/1
2015 Bethany Beach DE $10K R16,L vs Cercone,57% (4/7),25% (1/4),1/5,86% (6/7),0% (0/6),0/1,0/0,1/2,0/0,0/1
2016 (3 matches),,45.8%,90.9%,20.0%,57.7%,13.3%,66.7%,100.0%,40.0%,100.0%,33.3%
2015 (4 matches),,37.8%,42.9%,18.8%,58.3%,9.5%,66.7%,100.0%,40.0%,-,33.3%
Career (7 matches),,41.0%,64.0%,19.2%,58.1%,11.1%,66.7%,100.0%,40.0%,100.0%,33.3%
