Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 Melbourne R16,L vs Nadal,64.9%,48.6%,0.0%,0/0,2.19,4.3%,62.2%,39.1%,0.0%,2.05,7.1%,77.8%,64.3%,0.0%,2.39,0.0%
2021 Halle R32,L vs Nishikori,61.0%,51.1%,3.9%,1/2,2.27,31.3%,58.5%,54.8%,1.9%,1.94,44.4%,80.0%,43.8%,10.0%,2.67,14.3%
2019 Dubai QF,L vs Monfils,59.0%,54.3%,2.6%,1/1,2.24,15.0%,54.3%,48.0%,4.3%,2.25,19.6%,70.0%,61.9%,0.0%,2.22,6.9%
2019 Dubai R16,W vs Kudla,68.9%,69.0%,3.3%,1/1,2.31,21.4%,61.5%,58.3%,0.0%,2.29,29.2%,90.0%,83.3%,10.0%,2.33,11.1%
2019 Rennes CH F,W vs Hoang,56.9%,62.1%,7.8%,2/2,2.25,15.0%,56.8%,71.4%,2.7%,2.20,27.3%,80.0%,37.5%,30.0%,2.31,0.0%
2018 Moscow QF,L vs Medvedev,47.0%,54.8%,0.0%,0/0,2.21,14.1%,32.4%,41.7%,0.0%,2.01,23.8%,82.6%,63.2%,0.0%,2.50,0.0%
2018 Roland Garros R128,L vs Zverev,42.3%,36.4%,5.8%,1/2,2.56,2.0%,32.3%,40.0%,3.2%,2.44,3.0%,57.1%,33.3%,9.5%,2.78,0.0%
2017 Moscow F,L vs Dzumhur,70.8%,55.0%,0.0%,0/0,2.39,38.3%,71.4%,54.0%,0.0%,2.23,45.5%,78.9%,56.7%,0.0%,2.54,32.0%
2016 Taipei CH SF,L vs Evans,51.5%,52.9%,3.0%,1/1,2.41,41.2%,45.7%,47.6%,2.2%,2.33,37.9%,76.5%,61.5%,5.9%,2.52,45.5%
2016 Memphis SF,L vs Fritz,61.6%,68.9%,6.1%,3/3,2.29,4.7%,47.3%,61.5%,1.8%,2.38,7.7%,85.4%,74.3%,12.2%,2.15,0.0%
2015 Washington R16,W vs Gabashvili,56.2%,56.1%,2.7%,1/1,2.24,0.0%,50.0%,50.0%,2.5%,2.02,0.0%,67.7%,61.9%,3.2%,2.41,0.0%
2014 Moscow R16,W vs Raonic,55.3%,63.8%,3.5%,2/1,2.34,21.4%,46.2%,54.2%,3.8%,2.27,28.6%,76.7%,73.9%,3.3%,2.57,0.0%
2014 Australian Open R128,L vs Dolgopolov,56.0%,43.1%,24.2%,6/16,2.54,11.0%,50.0%,40.7%,11.1%,2.42,12.9%,72.7%,45.8%,48.5%,2.63,9.5%
2013 US Open R128,L vs Djokovic,52.1%,55.3%,6.8%,2/3,2.38,2.2%,40.8%,65.0%,2.0%,2.14,4.5%,81.8%,44.4%,18.2%,2.61,0.0%
Career (14 matches),,58.2%,55.9%,5.2%,38.9%,2.33,15.7%,51.7%,52.7%,2.6%,2.22,20.9%,76.8%,59.9%,10.5%,2.48,9.0%
