Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,2,2,0,100.0%,4-1,80.0%,29-22,56.9%,2-0,100.0%,2,84.0%,25.0%,0.5%,4.5%,56.3%,68.8%,52.9%,61.8%,41.7%,51.9%,1.09,
2023,3,1,2,33.3%,3-4,42.9%,34-32,51.5%,0-1,0.0%,1,66.7%,0.0%,7.6%,4.5%,59.1%,66.7%,40.7%,56.1%,31.0%,44.4%,0.71,
2022,21,11,10,52.4%,25-28,47.2%,251-264,48.7%,4-3,57.1%,19,76.7%,16.4%,4.2%,3.5%,60.5%,70.7%,50.2%,62.6%,35.2%,48.9%,0.94,QF (2x)
2021,32,14,18,43.8%,35-41,46.1%,354-373,48.7%,7-3,70.0%,32,74.9%,22.1%,3.5%,3.7%,61.1%,69.1%,49.1%,61.3%,37.6%,49.6%,0.97,SF (Moscow)
2020,14,7,7,50.0%,22-21,51.2%,218-219,49.9%,5-6,45.5%,14,77.9%,22.3%,4.5%,3.6%,59.2%,70.9%,51.0%,62.8%,37.1%,49.9%,1.00,SF (Pune)
2019,19,8,11,42.1%,25-27,48.1%,230-258,47.1%,8-1,88.9%,17,74.2%,15.7%,4.2%,3.9%,57.6%,66.8%,52.5%,60.8%,34.9%,48.1%,0.89,QF (Dubai)
2018,27,11,16,40.7%,27-42,39.1%,333-373,47.2%,7-13,35.0%,27,77.3%,17.9%,5.7%,3.7%,60.9%,70.9%,49.8%,62.6%,34.3%,48.8%,0.92,QF (2x)
2017,13,6,7,46.2%,13-20,39.4%,139-163,46.0%,1-0,100.0%,12,71.6%,20.9%,4.0%,3.6%,58.1%,65.2%,52.0%,59.7%,35.9%,47.8%,0.89,F (Moscow)
2016,25,10,15,40.0%,28-40,41.2%,305-337,47.5%,4-7,36.4%,25,71.6%,24.2%,3.7%,3.9%,58.3%,67.1%,49.7%,59.8%,38.5%,49.0%,0.96,SF (Memphis)
2015,34,14,20,41.2%,43-52,45.3%,457-485,48.5%,7-11,38.9%,30,80.4%,17.6%,6.1%,4.3%,57.3%,72.2%,53.0%,64.0%,34.0%,49.3%,0.95,QF (3x)
2014,18,11,7,61.1%,26-21,55.3%,245-234,51.1%,3-3,50.0%,13,78.0%,17.1%,3.8%,2.2%,57.1%,71.0%,50.1%,62.0%,35.7%,48.5%,0.94,QF (2x)
2013,29,13,16,44.8%,39-39,50.0%,382-371,50.7%,7-6,53.8%,27,80.5%,17.8%,7.3%,5.4%,54.8%,73.1%,52.2%,63.6%,35.4%,49.5%,0.97,QF (3x)
2012,15,10,5,66.7%,19-12,61.3%,155-142,52.2%,2-1,66.7%,15,83.2%,21.2%,7.3%,5.4%,50.2%,75.4%,55.3%,65.4%,38.1%,51.2%,1.10,F (Los Angeles)
2011,18,8,10,44.4%,24-24,50.0%,235-243,49.2%,3-4,42.9%,16,72.8%,23.5%,7.8%,5.3%,50.5%,71.8%,48.6%,60.3%,36.9%,48.9%,0.93,QF (San Jose)
2010,12,8,4,66.7%,25-18,58.1%,233-203,53.4%,6-5,54.5%,7,83.1%,23.7%,8.4%,5.8%,52.7%,74.8%,53.4%,64.7%,36.1%,51.1%,1.02,QF (San Jose)
2009,4,2,2,50.0%,6-5,54.5%,52-44,54.2%,0-0,-,0,,,,,,,,,,,,
2008,2,0,2,0.0%,0-4,0.0%,12-24,33.3%,0-0,-,2,57.9%,5.9%,2.6%,6.1%,47.0%,63.0%,41.0%,51.3%,31.8%,41.9%,0.65,R32 (2x)
Career,288,136,152,47.2%,364-399,47.7%,3664-3787,49.2%,66-64,50.8%,259,76.9%,19.7%,5.3%,4.2%,57.4%,70.4%,51.1%,62.2%,36.1%,49.2%,0.95,
